20990|4537|2|34|4A4E|N|N|1218|Q_APPR|6|4|1056|53164|2021-05-17 07:41:00|2782|2782|967.71|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-17 07:45:00|2021-05-17 09:17:00|2021-05-17 09:17:00|Fur Salon-Kady|Fur Salon|4637|4638|4866|4867|4746|N|4743||||||||||||||2021-05-17 07:45:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 02:43:00|N|1|||||||TRAVEL|N||||N
20991|4537|2|34|4A4F|N|N|1218|Q_APPR|6|4|1056|53166|2021-05-17 07:48:00|2000|2000|2000|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-17 07:48:00|2021-05-17 09:17:00|2021-05-17 09:17:00|Fur Salon-Customer|Customer-BaiHong/Liu BeiBei|4637|4638|4866|4867|4746|N|4743||||||||||||||2021-05-17 07:48:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-05-17 09:17:00|N|0|||||||TRAVEL|N||||N
20992|4486|2|34|4A4G|N|N|1218|Q_APPR|6|4|1056|53168|2021-05-17 09:14:00|43000|43000|39302.5|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-17 09:19:00|2021-05-17 09:55:00|2021-05-17 09:55:00|нн fursalon|нн fursalon|4637|4638|4789|4790|4746|N|||||||||||||||2021-05-17 09:19:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-08 12:25:00|N|1|||||||TRAVEL|N||||N
20993|2342|2|34|4A4H|N|N|1218|Q_APPR|6|4|1056|53170|2021-05-17 09:19:00|7500|7500|-256.15|2021-05-20 00:00:00||2021-05-24 00:00:00||2021-05-17 09:24:00|2021-05-17 09:25:00|2021-05-17 09:25:00|Fur salon-SKP SM&CA|Fur salon-SKP|4637|4638|4801|4802|4746|N|||||||||||||||2021-05-17 09:24:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 05:15:00|N|0|||||||TRAVEL|N||||N
20994|4572|2|34|4A4J|N|N|1218|Q_APPR|6|4|1056|53173|2021-05-17 09:20:00|2600|2600|145.2|2021-05-21 00:00:00||2021-05-25 00:00:00||2021-05-17 09:27:00|2021-05-17 09:32:00|2021-05-17 09:32:00|Shenyang Pop-up Support|Shenyang Pop-up Support O66-2CA|4637|4638|4779|4780|4746|N|||||||||||||||2021-05-17 09:27:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-21 07:00:00|N|0|||||||TRAVEL|N||||N
20995|2468|2|34|4A4K|N|N|1218|Q_APPR|5|4|1053|53172|2021-05-17 09:25:00|7300|7300|7300|2021-05-20 00:00:00||2021-05-24 00:00:00||2021-05-17 09:27:00|2021-05-19 01:14:00|2021-05-19 01:14:00|0520 - 0524 WUZHEN|0520 - 0524 WUZHEN|4637|4638|4759|4760|4746|N|||||||||||||||2021-05-17 09:27:00|N|N|N||1043||Y|Y|N|N||N|N|||2021-05-19 01:14:00|N|0|||||||TRAVEL|N||||N
20996|3476|2|34|4A4L|N|N|1218|Q_APPR|5|4|1053|53175|2021-05-17 09:29:00|6400|6400|5912|2021-05-20 00:00:00||2021-05-24 00:00:00||2021-05-17 09:30:00|2021-05-17 09:30:00|2021-05-17 09:30:00|0520 - 0524 Fur salon support|0520 - 0524 Fur salon support|4637|4638|4759|4760|4746|N|||||||||||||||2021-05-17 09:30:00|N|N|N||1043||Y|N|N|N||N|N|||2021-06-08 09:18:00|N|0|||||||TRAVEL|N||||N
20997|2348|2|34|4A4M|N|N|1218|Q_APPR|6|4|1056|53177|2021-05-17 09:29:00|4300|4300|1034.12|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-17 09:32:00|2021-05-17 09:55:00|2021-05-17 09:55:00|invite customers to the  event|Sophia invite customers to the  fur salon|4637|4638|4781|4782|4746|N|||||||||||||||2021-05-17 09:32:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-15 07:22:00|N|1|||||||TRAVEL|N||||N
20998|2362|2|34|4A4N|N|N|1218|Q_APPR|6|4|1056|53179|2021-05-17 09:32:00|3700|3700|1192.4|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-17 09:33:00|2021-05-17 09:56:00|2021-05-17 09:56:00|domestic-WZ-fur salon cecilia|domestic-WZ-fur salon cecilia|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 09:33:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 06:43:00|N|1|||||||TRAVEL|N||||N
20999|2348|2|34|4A4P|N|N|1218|Q_APPR|6|4|1056|53181|2021-05-17 09:33:00|4300|4300|1319.92|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-17 09:35:00|2021-05-17 09:54:00|2021-05-17 09:54:00|invite customers to the  event|Liam invite customers to the  fur salon|4637|4638|4781|4782|4746|N|||||||||||||||2021-05-17 09:35:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 06:40:00|N|1|||||||TRAVEL|N||||N
21000|4572|2|34|4A4Q|N|N|1218|Q_APPR|6|4|1056|53183|2021-05-17 09:33:00|1800|1800|1591.81|2021-05-20 00:00:00||2021-05-22 00:00:00||2021-05-17 09:37:00|2021-05-27 05:08:00|2021-05-27 05:08:00|Fur salon|Fur salon|4637|4638|4779|4780|4746|N|||||||||||||||2021-05-17 09:37:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 02:43:00|N|0|||||||TRAVEL|N||||N
21001|2362|2|34|4A4R|N|N|1218|Q_APPR|6|4|1056|53185|2021-05-17 09:38:00|3100|3100|214.6|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-17 09:40:00|2021-05-17 09:56:00|2021-05-17 09:56:00|domestic-WZ-fur salon jesscia|domestic-WZ-fur salon jesscia|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 09:40:00|N|N|N||1047||Y|N|N|N||N|N|||2021-11-03 07:54:00|N|1|||||||TRAVEL|N||||N
21002|2362|2|34|4A4T|N|N|1218|Q_APPR|6|4|1056|53188|2021-05-17 09:42:00|3200|3200|3200|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-17 09:43:00|2021-05-17 09:57:00|2021-05-17 09:57:00|domestic-WZ-fur salon sylvia|domestic-WZ-fur salon sylvia|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 09:43:00|N|N|N||1047||Y|N|N|N||N|N|||2021-05-17 09:57:00|N|1|||||||TRAVEL|N||||N
21003|2362|2|34|4A4U|N|N|1218|Q_CANC|6|4|1056|53191|2021-05-17 09:44:00|2300|2300|2300|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-17 09:52:00|||domestic-WZ-fur salon samuel|domestic-WZ-fur salon samuel|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 09:52:00|N|N|N||1047||Y|N|N|N||N|N|||2021-05-17 09:53:00|N|0|||||||TRAVEL|N||||N
21004|2362|2|34|4A4V|N|N|1218|Q_APPR|6|4|1056|53193|2021-05-17 09:54:00|2700|2700|957.3|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-17 09:55:00|2021-05-17 09:57:00|2021-05-17 09:57:00|domestic-WZ-fur salon samuel|domestic-WZ-fur salon samuel|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 09:55:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 08:30:00|N|1|||||||TRAVEL|N||||N
21005|2362|2|34|4A4W|N|N|1218|Q_APPR|6|4|1056|53197|2021-05-17 09:55:00|2500|2500|286.01|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-17 09:58:00|2021-05-17 09:59:00|2021-05-17 09:59:00|domestic-WZ-fur salon Elio|domestic-WZ-fur salon Elio|4637|4638|4787|4788|4746|N|||||||||||||||2021-05-17 09:57:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 06:43:00|N|1|||||||TRAVEL|N||||N
21006|2362|2|34|4A4X|N|N|1218|Q_APPR|6|4|1056|53199|2021-05-17 09:59:00|2800|2800|-973.9|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-17 10:00:00|2021-05-17 10:06:00|2021-05-17 10:06:00|domestic-WZ-fur salon porter|domestic-WZ-fur salon porter|4637|4638|4787|4788|4746|N|||||||||||||||2021-05-17 10:00:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 06:44:00|N|1|||||||TRAVEL|N||||N
21007|2362|2|34|4A4Y|N|N|1218|Q_APPR|6|4|1056|53202|2021-05-17 10:00:00|3250|3250|1516.6|2021-05-21 00:00:00||2021-05-23 00:00:00||2021-05-17 10:01:00|2021-05-17 10:06:00|2021-05-17 10:06:00|domestic-WZ-fur salon pamela|domestic-WZ-fur salon pamela|4637|4638|4787|4788|4746|N|4743||||||||||||||2021-05-17 10:01:00|N|N|N||1047||Y|N|N|N||N|N|||2021-07-07 06:44:00|N|1|||||||TRAVEL|N||||N
21008|2456|2|34|4A63|N|N|1218|Q_APPR|6|4|1056|53209|2021-05-17 10:46:00|19300|19300|11988.33|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-18 04:04:00|2021-05-18 09:28:00|2021-05-18 09:28:00|Fur Salon take client @WUZHEN|Fur Salon take client @WUZHEN;Charles WANG/Chloe ZHOU/Eden YIN/Sunny CHEN/Metis XUнннннEdenннн2н|4637|4638|4791|4792|4746|N|||||||||||||||2021-05-17 10:57:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 06:40:00|N|0|||||||TRAVEL|N||||N
21009|2446||34|4A64|N|N|1230|Q_APPR|8|4|1053|53218|2021-05-18 04:17:00|0|0|0|2021-05-25 00:00:00||2021-05-29 00:00:00||2021-05-18 06:37:00|2021-05-18 09:03:00|2021-05-18 07:14:00|LVMH & Chengdu Recruitment Day|Deposit for production on LVMH recruitment day in Shanghai.;Meeting package for recruitment day in Chengdu.|4637|4638|4830|4831||N|||||||||||||||2021-05-18 06:37:00|N|N|N||1021||Y|Y|N|N||Y|Y|||2021-08-18 06:14:00|N|0|2021-06-03 00:00:00||||||CASH_ADVANCE|N||||N
21010|4568|2|34|4A66|N|N|1218|Q_APPR|6|4|1056|53213|2021-05-18 04:33:00|1800|1800|1033.88|2021-05-21 00:00:00||2021-05-23 00:00:00||2021-05-18 04:48:00|2021-05-27 05:09:00|2021-05-27 05:09:00|fur solon wuzhen-susanna|fur solon wuzhen-susanna|4637|4638|4809|4810|4746|N|||||||||||||||2021-05-18 04:48:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 02:44:00|N|0|||||||TRAVEL|N||||N
21012|4568|2|34|4A69|N|N|1218|Q_APPR|6|4|1056|53215|2021-05-18 04:55:00|1800|1800|1326.02|2021-05-21 00:00:00||2021-05-23 00:00:00||2021-05-18 04:55:00|2021-05-27 05:09:00|2021-05-27 05:09:00|fur solon wuzhen-Mia|fur solon wuzhen-Mia|4637|4638|4809|4810|4746|N|||||||||||||||2021-05-18 04:55:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 02:44:00|N|0|||||||TRAVEL|N||||N
21013|2352|2|34|4A6A|N|N|1218|Q_APPR|6|4|1056|53220|2021-05-18 06:42:00|25000|25000|19575.8|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-18 06:54:00|2021-05-27 05:09:00|2021-05-27 05:09:00|SYM -SH FUR SALON STAFF COSTS|21-24 нннннн|4637|4638|4807|4808|4746|N|||||||||||||||2021-05-18 06:54:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 02:44:00|N|1|||||||TRAVEL|N||||N
21014|2352|2|34|4A6C|N|N|1218|Q_APPR|6|4|1056|53222|2021-05-18 06:58:00|13000|13000|7368|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-18 07:01:00|2021-05-27 05:10:00|2021-05-27 05:10:00|SYM FUR SALON VIPннннн|VIPнннн|4637|4638|4807|4808|4746|N|||||||||||||||2021-05-18 07:01:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 04:10:00|N|0|||||||TRAVEL|N||||N
21015|4514|2|34|4A6D|N|N|1218|Q_APPR|6|4|1056|53239|2021-05-18 07:02:00|3800|3800|1434.38|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-18 07:29:00|2021-05-18 09:53:00|2021-05-18 09:53:00|Fur salon|Allen join Fur salon|4637|4638|4864|4865|4746|N|||||||||||||||2021-05-18 07:29:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 06:41:00|N|1|||||||TRAVEL|N||||N
21016|4550|2|34|4A6E|N|N|1218|Q_APPR|6|4|1056|53299|2021-05-18 07:07:00|5500|5500|3702.24|2021-05-21 00:00:00||2021-05-24 00:00:00||2021-05-20 02:59:00|2021-05-27 05:10:00|2021-05-27 05:10:00|CHC-Fur Salon-lucy|CHC-Fur Salon-lucy|4637|4638|4777|4778|4746|N|||||||||||||||2021-05-18 07:10:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 07:07:00|N|1|||||||TRAVEL|N||||N
21017|4550|2|34|4A6F|N|N|1218|Q_APPR|6|4|1056|53227|2021-05-18 07:10:00|5700|5700|4542|2021-05-21 00:00:00||2021-05-23 00:00:00||2021-05-18 07:12:00|2021-05-27 05:10:00|2021-05-27 05:10:00|CHC-Fur Salon-Jojo|CHC-Fur Salon-Jojo|4637|4638|4777|4778|4746|N|||||||||||||||2021-05-18 07:12:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 07:08:00|N|1|||||||TRAVEL|N||||N
21018|4550|2|34|4A6G|N|N|1218|Q_APPR|6|4|1056|53295|2021-05-18 07:13:00|5000|5000|4478|2021-05-23 00:00:00||2021-05-24 00:00:00||2021-05-20 02:57:00|2021-05-27 05:09:00|2021-05-27 05:09:00|CHC-Fur Salon-Apple|CHC-Fur Salon-Apple|4637|4638|4777|4778|4746|N|||||||||||||||2021-05-18 07:49:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 07:08:00|N|1|||||||TRAVEL|N||||N
21019|4514|2|34|4A6H|N|N|1218|Q_APPR|6|4|1056|53236|2021-05-18 07:15:00|3600|3600|2007.55|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-18 07:29:00|2021-05-18 09:54:00|2021-05-18 09:54:00|GTM Fur salon|Jayson fur salon|4637|4638|4864|4865|4746|N|||||||||||||||2021-05-18 07:29:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-13 04:49:00|N|1|||||||TRAVEL|N||||N
21020|4514|2|34|4A6J|N|N|1218|Q_APPR|6|4|1056|53233|2021-05-18 07:17:00|3600|3600|2250.32|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-18 07:28:00|2021-05-18 09:52:00|2021-05-18 09:52:00|GTM Fur salon|Sally Fur salon|4637|4638|4864|4865|4746|N|||||||||||||||2021-05-18 07:28:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 06:40:00|N|1|||||||TRAVEL|N||||N
21021|4550|2|34|4A6K|N|N|1218|Q_APPR|6|4|1056|53297|2021-05-18 07:58:00|4900|4900|3743.64|2021-05-23 00:00:00||2021-05-24 00:00:00||2021-05-20 02:58:00|2021-05-27 05:09:00|2021-05-27 05:09:00|CHC-Fur Salon-Tiffany|CHC-Fur Salon-Tiffany|4637|4638|4777|4778|4746|N|||||||||||||||2021-05-20 01:42:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 07:07:00|N|1|||||||TRAVEL|N||||N
21022|2430|2|34|4A6L|N|N|1218|Q_APPR|5|4|1053|53264|2021-05-18 09:55:00|2300|2300|31.46|2021-05-23 00:00:00||2021-05-24 00:00:00||2021-05-18 10:02:00|2021-05-18 10:10:00|2021-05-18 10:10:00|FUR SALON-dismantle|FUR SALON-dismantle|4637|4638|4820|4821|4746|N|4743||||||||||||||2021-05-18 10:02:00|N|N|N||1043||Y|Y|N|N||N|N|||2021-06-16 02:38:00|N|0|||||||TRAVEL|N||||N
21023|2468|2|34|4A6M|N|N|1218|Q_APPR|5|4|1053|53266|2021-05-18 10:12:00|6300|6300|2584|2021-05-18 00:00:00||2021-05-19 00:00:00||2021-05-18 10:13:00|2021-05-19 01:14:00|2021-05-19 01:14:00|0513 - 0514 XIAN|0513 - 0514 XIAN;late travel request|4637|4638|4759|4760|4746|N|||||||||||||||2021-05-18 10:13:00|N|N|N||1043||Y|Y|N|N||N|N|||2021-05-25 08:39:00|N|1|||||||TRAVEL|N||||N
21024|4571|2|34|4A6N|N|N|1218|Q_APPR|6|4|1056|53288|2021-05-18 10:26:00|5000|5000|2720.7|2021-05-20 00:00:00||2021-05-24 00:00:00||2021-05-19 09:47:00|2021-05-27 05:10:00|2021-05-27 05:10:00|WuZHEN Fur Salon-Serena,Becky|WuZHEN Fur Salon-Serena,Becky|4637|4638|4803|4804|4746|N|||||||||||||||2021-05-19 09:47:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-07 04:10:00|N|0|||||||TRAVEL|N||||N
21025|4502|2|34|4A6P|N|N|1218|Q_APPR|5|4|1053|53269|2021-05-18 12:04:00|6863|6863|488.18|2021-05-18 00:00:00||2021-05-21 00:00:00||2021-05-18 12:11:00|2021-05-19 01:06:00|2021-05-19 01:06:00|Fur salon setup|Fur salon setup|4637|4638|4826|4827|4746||||||||||||||||2021-05-18 12:11:00|N|N|N||1045||Y|Y|N|N||N|N|||2021-07-22 04:35:00|N|1|||||||TRAVEL|N||||N
21026|4578|2|34|4A6Q|N|N|1218|Q_APPR|6|4|1056|53272|2021-05-18 13:23:00|3500|3500|2345.15|2021-05-22 00:00:00||2021-05-24 00:00:00||2021-05-18 13:24:00|2021-05-27 06:11:00|2021-05-27 05:09:00|WZ Fur Salon Travel-Venessa Amy|WZ Fur Salon Travel-Venessa Amy|4637|4638|4880|4881|4747|N|||||||||||||||2021-05-18 13:24:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-09-06 11:09:00|N|0|||||||TRAVEL|N||||N
21027|2416|2|34|4A6R|N|N|1218|Q_APPR|5|4|1053|53275|2021-05-19 02:57:00|7836|7836|1275.09|2021-05-19 00:00:00||2021-05-23 00:00:00||2021-05-19 03:04:00|2021-05-19 03:05:00|2021-05-19 03:05:00|Fur Salon+SYM Pop up|5.19-5.23 Wuzhen & Shenyang|4637|4638|4826|4827|4746|N|||||||||||||||2021-05-19 03:04:00|N|N|N||1045||Y|Y|N|N||N|N|||2021-07-06 08:42:00|N|1|||||||TRAVEL|N||||N
21028|4544|2|34|4A6T|N|N|1218|Q_APPR|5|4|1053|53285|2021-05-19 03:06:00|7894|7894|6719|2021-05-19 00:00:00||2021-05-23 00:00:00||2021-05-19 07:17:00|2021-05-25 06:40:00|2021-05-25 06:40:00|Fur Salon+SYM Pop up|5.19-5.23 Wuzhen & Shenyang|4637|4638|4826|4827|4746|N|||||||||||||||2021-05-19 07:17:00|N|N|N||1045||Y|Y|N|N||N|N|||2021-06-18 10:06:00|N|1|||||||TRAVEL|N||||N
21029|4565|2|34|4A6U|N|N|1218|Q_APPR|6|4|1056|53293|2021-05-20 02:26:00|3800|3800|2026.12|2021-05-21 00:00:00||2021-05-23 00:00:00||2021-05-20 02:30:00|2021-05-27 02:51:00|2021-05-27 02:51:00|Fur salon|Fur salon|4637|4638|4785|4786|4746|N|||||||||||||||2021-05-20 02:30:00|N|N|N||1047||Y|Y|N|N||N|N|||2021-07-30 04:52:00|N|0|||||||TRAVEL|N||||N
21030|4584|2|34|4A6V|N|N|1218|Q_APPR|5|4|1053|53301|2021-05-20 04:01:00|4200|4200|3725.01|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-20 04:03:00|2021-05-25 07:47:00|2021-05-25 07:47:00|SUMMER VERTIGO POP-UP SHENYANG|pop-up opening|4637|4638|4822|4823|4746|N|||||||||||||||2021-05-20 04:03:00|N|N|N||1045||Y|Y|N|N||N|N|||2021-06-07 07:26:00|N|1|||||||TRAVEL|N||||N
21031|4584|2|34|4A6W|N|N|1218|Q_APPR|5|4|1053|53303|2021-05-20 04:04:00|3800|3800|3523.66|2021-05-21 00:00:00||2021-05-22 00:00:00||2021-05-20 04:06:00|2021-05-25 07:47:00|2021-05-25 07:47:00|summer vertigo pop-up shenyang|pop-up store opening|4637|4638|4822|4823|4746|N|||||||||||||||2021-05-20 04:06:00|N|N|N||1045||Y|Y|N|N||N|N|||2021-08-16 03:27:00|N|1|||||||TRAVEL|N||||N
21032|2450|2|34|4A6X|N|N|1218|Q_APPR|6|4|1056|53317|2021-05-20 06:32:00|4260|4260|1867.62|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-20 06:52:00|2021-05-24 09:16:00|2021-05-24 09:16:00|нн_нн_Fur Salon_CQWECHO_0522|нн_нн_Fur Salon_CQWECHO_0522|4637|4638|4853|4855|4746|N|||||||||||||||2021-05-20 06:38:00|N|N|N||1047||Y|N|N|N||N|N|||2021-08-11 03:31:00|N|1|||||||TRAVEL|N||||N
21033|2450|2|34|4A6Y|N|N|1218|Q_APPR|6|4|1056|53315|2021-05-20 06:39:00|3420|3420|1832.59|2021-05-22 00:00:00||2021-05-23 00:00:00||2021-05-20 06:51:00|2021-05-24 09:16:00|2021-05-24 09:16:00|нн_нн_Fur Salon_CQWLIN_0522|нн_нн_Fur Salon_CQWLIN_0522|4637|4638|4853|4855|4746|N|||||||||||||||2021-05-20 06:42:00|N|N|N||1047||Y|N|N|N||N|N|||2021-08-11 03:32:00|N|1|||||||TRAVEL|N||||N
21034|4532||34|4A73|N|N|1230|Q_APPR|8|4|1053|53311|2021-05-20 06:43:00|0|0|0|2021-05-20 00:00:00||2021-05-20 00:00:00||2021-05-20 06:44:00|2021-05-20 06:45:00|2021-05-20 06:45:00|Fine from JingAn mkt bureau|Fine from JingAn mkt bureau|4637|4638|4691|4829||N|||||||||||||||2021-05-20 06:44:00|N|N|N||1021||Y|Y|N|N||N|Y|||2021-05-20 06:45:00|N|0|2021-05-25 00:00:00||||||CASH_ADVANCE|N||||N
