AZ-NX|AZ|N||2023-09-08 18:21:00|
AZ-OGU|AZ|N||2023-09-08 18:21:00|
AZ-ORD|AZ|N||2023-09-08 18:21:00|
AZ-QAB|AZ|N||2023-09-08 18:21:00|
AZ-QAX|AZ|N||2023-09-08 18:21:00|
AZ-QAZ|AZ|N||2023-09-08 18:21:00|
AZ-QBA|AZ|N||2023-09-08 18:21:00|
AZ-QBI|AZ|N||2023-09-08 18:21:00|
AZ-QOB|AZ|N||2023-09-08 18:21:00|
AZ-QUS|AZ|N||2023-09-08 18:21:00|
AZ-SA|AZ|N||2023-09-08 18:21:00|
AZ-SAB|AZ|N||2023-09-08 18:21:00|
AZ-SAD|AZ|N||2023-09-08 18:21:00|
AZ-SAH|AZ|N||2023-09-08 18:21:00|
AZ-SAK|AZ|N||2023-09-08 18:21:00|
AZ-SAL|AZ|N||2023-09-08 18:21:00|
AZ-SAR|AZ|N||2023-09-08 18:21:00|
AZ-SAT|AZ|N||2023-09-08 18:21:00|
AZ-SBN|AZ|N||2023-09-08 18:21:00|
AZ-SIY|AZ|N||2023-09-08 18:21:00|
AZ-SKR|AZ|N||2023-09-08 18:21:00|
AZ-SM|AZ|N||2023-09-08 18:21:00|
AZ-SMI|AZ|N||2023-09-08 18:21:00|
AZ-SMX|AZ|N||2023-09-08 18:21:00|
AZ-SR|AZ|N||2023-09-08 18:21:00|
AZ-SUS|AZ|N||2023-09-08 18:21:00|
AZ-TAR|AZ|N||2023-09-08 18:21:00|
AZ-TOV|AZ|N||2023-09-08 18:21:00|
AZ-UCA|AZ|N||2023-09-08 18:21:00|
AZ-XA|AZ|N||2023-09-08 18:21:00|
AZ-XAC|AZ|N||2023-09-08 18:21:00|
AZ-XCI|AZ|N||2023-09-08 18:21:00|
AZ-XIZ|AZ|N||2023-09-08 18:21:00|
AZ-XVD|AZ|N||2023-09-08 18:21:00|
AZ-YAR|AZ|N||2023-09-08 18:21:00|
AZ-YE|AZ|N||2023-09-08 18:21:00|
AZ-YEV|AZ|N||2023-09-08 18:21:00|
AZ-ZAN|AZ|N||2023-09-08 18:21:00|
AZ-ZAQ|AZ|N||2023-09-08 18:21:00|
AZ-ZAR|AZ|N||2023-09-08 18:21:00|
BE-BRU|BE|N||2005-06-21 15:47:00|
BE-VAN|BE|N||2005-06-21 15:47:00|
BE-VBR|BE|N||2005-06-21 15:47:00|
BE-VLI|BE|N||2005-06-21 15:47:00|
BE-VOV|BE|N||2005-06-21 15:47:00|
BE-VWV|BE|N||2005-06-21 15:47:00|
BE-WBR|BE|N||2005-06-21 15:47:00|
BE-WHT|BE|N||2005-06-21 15:47:00|
BE-WLG|BE|N||2005-06-21 15:47:00|
BE-WLX|BE|N||2005-06-21 15:47:00|
BE-WNA|BE|N||2005-06-21 15:47:00|
BR-AC|BR|N||2005-06-21 15:47:00|
BR-AL|BR|N||2005-06-21 15:47:00|
BR-AM|BR|N||2005-06-21 15:47:00|
BR-AP|BR|N||2005-06-21 15:47:00|
BR-BA|BR|N||2005-06-21 15:47:00|
BR-CE|BR|N||2005-06-21 15:47:00|
BR-DF|BR|N||2005-06-21 15:47:00|
BR-ES|BR|N||2005-06-21 15:47:00|
BR-GO|BR|N||2005-06-21 15:47:00|
BR-MA|BR|N||2005-06-21 15:47:00|
BR-MG|BR|N||2005-06-21 15:47:00|
BR-MS|BR|N||2005-06-21 15:47:00|
BR-MT|BR|N||2005-06-21 15:47:00|
BR-PA|BR|N||2005-06-21 15:47:00|
BR-PB|BR|N||2005-06-21 15:47:00|
BR-PE|BR|N||2005-06-21 15:47:00|
BR-PI|BR|N||2005-06-21 15:47:00|
BR-PR|BR|N||2005-06-21 15:47:00|
BR-RJ|BR|N||2005-06-21 15:47:00|
BR-RN|BR|N||2005-06-21 15:47:00|
BR-RO|BR|N||2005-06-21 15:47:00|
BR-RR|BR|N||2005-06-21 15:47:00|
BR-RS|BR|N||2005-06-21 15:47:00|
BR-SC|BR|N||2005-06-21 15:47:00|
BR-SE|BR|N||2005-06-21 15:47:00|
BR-SP|BR|N||2005-06-21 15:47:00|
BR-TO|BR|N||2005-06-21 15:47:00|
CA-AB|CA|N||2005-06-21 15:47:00|
CA-BC|CA|N||2005-06-21 15:47:00|
CA-MB|CA|N||2005-06-21 15:47:00|
CA-NB|CA|N||2005-06-21 15:47:00|
CA-NL|CA|N||2005-06-21 15:47:00|
CA-NS|CA|N||2005-06-21 15:47:00|
CA-NT|CA|N||2005-06-21 15:47:00|
CA-NU|CA|N||2005-06-21 15:47:00|
CA-ON|CA|N||2005-06-21 15:47:00|
CA-PE|CA|N||2005-06-21 15:47:00|
CA-QC|CA|N||2005-06-21 15:47:00|
CA-SK|CA|N||2005-06-21 15:47:00|
CA-YT|CA|N||2005-06-21 15:47:00|
CH-AG|CH|N||2005-06-21 15:47:00|
CH-AI|CH|N||2005-06-21 15:47:00|
CH-AR|CH|N||2005-06-21 15:47:00|
CH-BE|CH|N||2005-06-21 15:47:00|
CH-BL|CH|N||2005-06-21 15:47:00|
CH-BS|CH|N||2005-06-21 15:47:00|
CH-FR|CH|N||2005-06-21 15:47:00|
CH-GE|CH|N||2005-06-21 15:47:00|
CH-GL|CH|N||2005-06-21 15:47:00|
CH-GR|CH|N||2005-06-21 15:47:00|
CH-JU|CH|N||2005-06-21 15:47:00|
CH-LU|CH|N||2005-06-21 15:47:00|
CH-NE|CH|N||2005-06-21 15:47:00|
CH-NW|CH|N||2005-06-21 15:47:00|
CH-OW|CH|N||2005-06-21 15:47:00|
CH-SG|CH|N||2005-06-21 15:47:00|
CH-SH|CH|N||2005-06-21 15:47:00|
CH-SO|CH|N||2005-06-21 15:47:00|
CH-SZ|CH|N||2005-06-21 15:47:00|
CH-TG|CH|N||2005-06-21 15:47:00|
CH-TI|CH|N||2005-06-21 15:47:00|
CH-UR|CH|N||2005-06-21 15:47:00|
CH-VD|CH|N||2005-06-21 15:47:00|
CH-VS|CH|N||2005-06-21 15:47:00|
CH-ZG|CH|N||2005-06-21 15:47:00|
CH-ZH|CH|N||2005-06-21 15:47:00|
CL-AI|CL|N||2005-06-21 15:47:00|
CL-AN|CL|N||2005-06-21 15:47:00|
CL-AP|CL|N||2014-02-08 04:24:00|
CL-AR|CL|N||2005-06-21 15:47:00|
CL-AT|CL|N||2005-06-21 15:47:00|
CL-BI|CL|N||2005-06-21 15:47:00|
CL-CO|CL|N||2005-06-21 15:47:00|
CL-LI|CL|N||2005-06-21 15:47:00|
CL-LL|CL|N||2005-06-21 15:47:00|
CL-LR|CL|N||2014-02-08 04:24:00|
CL-MA|CL|N||2005-06-21 15:47:00|
CL-ML|CL|N||2005-06-21 15:47:00|
CL-RM|CL|N||2005-06-21 15:47:00|
CL-TA|CL|N||2005-06-21 15:47:00|
CL-VS|CL|N||2005-06-21 15:47:00|
CN-11|CN|N||2005-06-21 15:47:00|
CN-12|CN|N||2005-06-21 15:47:00|
CN-13|CN|N||2005-06-21 15:47:00|
CN-14|CN|N||2005-06-21 15:47:00|
CN-15|CN|N||2005-06-21 15:47:00|
CN-21|CN|N||2005-06-21 15:47:00|
CN-22|CN|N||2005-06-21 15:47:00|
CN-23|CN|N||2005-06-21 15:47:00|
CN-31|CN|N||2005-06-21 15:47:00|
CN-32|CN|N||2005-06-21 15:47:00|
CN-33|CN|N||2005-06-21 15:47:00|
CN-34|CN|N||2005-06-21 15:47:00|
CN-35|CN|N||2005-06-21 15:47:00|
CN-36|CN|N||2005-06-21 15:47:00|
CN-37|CN|N||2005-06-21 15:47:00|
CN-41|CN|N||2005-06-21 15:47:00|
CN-42|CN|N||2005-06-21 15:47:00|
CN-43|CN|N||2005-06-21 15:47:00|
CN-44|CN|N||2005-06-21 15:47:00|
CN-45|CN|N||2005-06-21 15:47:00|
CN-46|CN|N||2005-06-21 15:47:00|
CN-50|CN|N||2005-06-21 15:47:00|
CN-51|CN|N||2005-06-21 15:47:00|
CN-52|CN|N||2005-06-21 15:47:00|
CN-53|CN|N||2005-06-21 15:47:00|
CN-54|CN|N||2005-06-21 15:47:00|
CN-61|CN|N||2005-06-21 15:47:00|
CN-62|CN|N||2005-06-21 15:47:00|
CN-63|CN|N||2005-06-21 15:47:00|
CN-64|CN|N||2005-06-21 15:47:00|
CN-65|CN|N||2005-06-21 15:47:00|
CN-71|CN|N||2005-06-21 15:47:00|
CN-91|CN|N||2005-06-21 15:47:00|
CN-92|CN|N||2005-06-21 15:47:00|
CR-A|CR|N||2005-06-21 15:47:00|
CR-C|CR|N||2005-06-21 15:47:00|
CR-G|CR|N||2005-06-21 15:47:00|
CR-H|CR|N||2005-06-21 15:47:00|
CR-L|CR|N||2005-06-21 15:47:00|
CR-P|CR|N||2005-06-21 15:47:00|
CR-SJ|CR|N||2005-06-21 15:47:00|
CS-CG|CS|Y||2014-09-13 03:51:00|
CS-KM|CS|Y||2014-09-13 03:51:00|
CS-SR|CS|Y||2014-09-13 03:51:00|
CS-VO|CS|Y||2014-09-13 03:51:00|
CZ-JC|CZ|N||2022-11-03 06:49:00|
CZ-JM|CZ|N||2022-11-03 06:49:00|
CZ-KA|CZ|N||2022-11-03 06:49:00|
CZ-KR|CZ|N||2022-11-03 06:49:00|
CZ-LI|CZ|N||2022-11-03 06:49:00|
CZ-MO|CZ|N||2022-11-03 06:49:00|
CZ-OL|CZ|N||2022-11-03 06:49:00|
CZ-PA|CZ|N||2022-11-03 06:49:00|
CZ-PL|CZ|N||2022-11-03 06:49:00|
CZ-PR|CZ|N||2022-11-03 06:49:00|
CZ-ST|CZ|N||2022-11-03 06:49:00|
CZ-US|CZ|N||2022-11-03 06:49:00|
CZ-VY|CZ|N||2022-11-03 06:49:00|
CZ-ZL|CZ|N||2022-11-03 06:49:00|
DE-BE|DE|N||2005-06-21 15:47:00|
DE-BR|DE|N||2005-06-21 15:47:00|
DE-BW|DE|N||2005-06-21 15:47:00|
DE-BY|DE|N||2005-06-21 15:47:00|
DE-HB|DE|N||2005-06-21 15:47:00|
DE-HE|DE|N||2005-06-21 15:47:00|
DE-HH|DE|N||2005-06-21 15:47:00|
DE-MV|DE|N||2005-06-21 15:47:00|
DE-NI|DE|N||2005-06-21 15:47:00|
DE-NW|DE|N||2005-06-21 15:47:00|
DE-RP|DE|N||2005-06-21 15:47:00|
DE-SH|DE|N||2005-06-21 15:47:00|
DE-SL|DE|N||2005-06-21 15:47:00|
DE-SN|DE|N||2005-06-21 15:47:00|
DE-ST|DE|N||2005-06-21 15:47:00|
DE-TH|DE|N||2005-06-21 15:47:00|
DZ-1|DZ|N||2022-10-05 22:53:00|
DZ-10|DZ|N||2022-10-11 17:45:00|
DZ-11|DZ|N||2022-10-05 22:53:00|
DZ-12|DZ|N||2022-10-11 17:45:00|
DZ-13|DZ|N||2022-10-05 22:53:00|
DZ-14|DZ|N||2022-10-05 22:53:00|
DZ-15|DZ|N||2022-10-05 22:53:00|
DZ-16|DZ|N||2022-10-05 22:53:00|
DZ-17|DZ|N||2022-10-05 22:53:00|
DZ-19|DZ|N||2022-10-11 17:45:00|
DZ-2|DZ|N||2022-10-05 22:53:00|
DZ-20|DZ|N||2022-10-11 17:45:00|
DZ-21|DZ|N||2022-10-05 22:53:00|
DZ-22|DZ|N||2022-10-11 17:45:00|
DZ-23|DZ|N||2022-10-05 22:53:00|
DZ-24|DZ|N||2022-10-05 22:53:00|
DZ-25|DZ|N||2022-10-05 22:53:00|
DZ-26|DZ|N||2022-10-11 17:45:00|
DZ-27|DZ|N||2022-10-05 22:53:00|
DZ-28|DZ|N||2022-10-05 22:53:00|
DZ-29|DZ|N||2022-10-05 22:53:00|
DZ-3|DZ|N||2022-10-05 22:53:00|
DZ-30|DZ|N||2022-10-05 22:53:00|
DZ-31|DZ|N||2022-10-05 22:53:00|
DZ-32|DZ|N||2022-10-05 22:53:00|
DZ-33|DZ|N||2022-10-05 22:53:00|
DZ-34|DZ|N||2022-10-11 17:45:00|
DZ-35|DZ|N||2022-10-11 17:45:00|
DZ-36|DZ|N||2022-10-05 22:53:00|
DZ-37|DZ|N||2022-10-05 22:53:00|
DZ-38|DZ|N||2022-10-05 22:53:00|
DZ-39|DZ|N||2022-10-05 22:53:00|
DZ-4|DZ|N||2022-10-05 22:53:00|
DZ-40|DZ|N||2022-10-05 22:53:00|
DZ-41|DZ|N||2022-10-05 22:53:00|
DZ-42|DZ|N||2022-10-05 22:53:00|
DZ-43|DZ|N||2022-10-05 22:53:00|
DZ-44|DZ|N||2022-10-11 17:45:00|
DZ-45|DZ|N||2022-10-11 17:45:00|
DZ-46|DZ|N||2022-10-11 17:45:00|
DZ-47|DZ|N||2022-10-11 17:45:00|
DZ-48|DZ|N||2022-10-05 22:53:00|
DZ-49|DZ|N||2022-10-05 22:53:00|
DZ-5|DZ|N||2022-10-05 22:53:00|
DZ-50|DZ|N||2022-10-05 22:53:00|
DZ-51|DZ|N||2022-10-05 22:53:00|
DZ-52|DZ|N||2022-10-05 22:53:00|
DZ-53|DZ|N||2022-10-11 17:45:00|
DZ-54|DZ|N||2022-10-05 22:53:00|
DZ-55|DZ|N||2022-10-05 22:53:00|
DZ-56|DZ|N||2022-10-05 22:53:00|
DZ-57|DZ|N||2022-10-05 22:53:00|
DZ-58|DZ|N||2022-10-05 22:53:00|
DZ-6|DZ|N||2022-10-11 17:45:00|
DZ-7|DZ|N||2022-10-05 22:53:00|
DZ-8|DZ|N||2022-10-11 17:45:00|
DZ-9|DZ|N||2022-10-05 22:53:00|
EC-A|EC|N||2016-10-15 01:39:00|
EC-B|EC|N||2016-10-15 01:39:00|
EC-C|EC|N||2016-10-15 01:39:00|
EC-D|EC|N||2016-10-15 01:39:00|
EC-E|EC|N||2016-10-15 01:39:00|
EC-F|EC|N||2016-10-15 01:39:00|
EC-G|EC|N||2016-10-15 01:39:00|
EC-H|EC|N||2016-10-15 01:39:00|
EC-I|EC|N||2016-10-15 01:39:00|
EC-L|EC|N||2016-10-15 01:39:00|
EC-M|EC|N||2016-10-15 01:39:00|
EC-N|EC|N||2016-10-15 01:39:00|
EC-O|EC|N||2016-10-15 01:39:00|
EC-P|EC|N||2016-10-15 01:39:00|
EC-R|EC|N||2016-10-15 01:39:00|
EC-S|EC|N||2016-10-15 01:39:00|
EC-SD|EC|N||2016-10-15 01:39:00|
EC-SE|EC|N||2016-10-15 01:39:00|
EC-T|EC|N||2016-10-15 01:39:00|
EC-U|EC|N||2016-10-15 01:39:00|
EC-W|EC|N||2016-10-15 01:39:00|
EC-X|EC|N||2016-10-15 01:39:00|
EC-Y|EC|N||2016-10-15 01:39:00|
EC-Z|EC|N||2016-10-15 01:39:00|
EE-37|EE|N||2005-06-21 15:47:00|
EE-39|EE|N||2005-06-21 15:47:00|
EE-44|EE|N||2005-06-21 15:47:00|
EE-49|EE|N||2005-06-21 15:47:00|
EE-51|EE|N||2005-06-21 15:47:00|
EE-57|EE|N||2005-06-21 15:47:00|
EE-59|EE|N||2005-06-21 15:47:00|
EE-65|EE|N||2005-06-21 15:47:00|
EE-67|EE|N||2005-06-21 15:47:00|
EE-70|EE|N||2005-06-21 15:47:00|
EE-74|EE|N||2005-06-21 15:47:00|
EE-78|EE|N||2005-06-21 15:47:00|
EE-82|EE|N||2005-06-21 15:47:00|
EE-84|EE|N||2005-06-21 15:47:00|
EE-86|EE|N||2005-06-21 15:47:00|
ES-A|ES|N||2023-04-13 23:33:00|
ES-AB|ES|N||2023-04-13 23:33:00|
ES-AL|ES|N||2023-04-13 23:33:00|
ES-AN|ES|N||2023-04-13 23:33:00|
ES-AR|ES|N||2023-04-13 23:33:00|
ES-AS|ES|N||2023-04-13 23:33:00|
ES-AV|ES|N||2023-04-13 23:33:00|
ES-B|ES|N||2023-04-13 23:33:00|
ES-BA|ES|N||2023-04-13 23:33:00|
ES-BI|ES|N||2023-04-13 23:33:00|
ES-BU|ES|N||2023-04-13 23:33:00|
ES-C|ES|N||2023-04-13 23:33:00|
ES-CA|ES|N||2023-04-13 23:33:00|
ES-CB|ES|N||2023-04-13 23:33:00|
ES-CC|ES|N||2023-04-13 23:33:00|
ES-CE|ES|N||2023-04-13 23:33:00|
ES-CL|ES|N||2023-04-13 23:33:00|
ES-CM|ES|N||2023-04-13 23:33:00|
ES-CN|ES|N||2023-04-13 23:33:00|
ES-CO|ES|N||2023-04-13 23:33:00|
ES-CR|ES|N||2023-04-13 23:33:00|
ES-CS|ES|N||2023-04-13 23:33:00|
ES-CT|ES|N||2023-04-13 23:33:00|
ES-CU|ES|N||2023-04-13 23:33:00|
ES-EX|ES|N||2023-04-13 23:33:00|
ES-GA|ES|N||2023-04-13 23:33:00|
ES-GC|ES|N||2023-04-13 23:33:00|
ES-GI|ES|N||2023-04-13 23:33:00|
ES-GR|ES|N||2023-04-13 23:33:00|
ES-GU|ES|N||2023-04-13 23:33:00|
ES-H|ES|N||2023-04-13 23:33:00|
ES-HU|ES|N||2023-04-13 23:33:00|
ES-IB|ES|N||2023-04-13 23:33:00|
ES-J|ES|N||2023-04-13 23:33:00|
ES-L|ES|N||2023-04-13 23:33:00|
ES-LE|ES|N||2023-04-13 23:33:00|
ES-LO|ES|N||2023-04-13 23:33:00|
ES-LU|ES|N||2023-04-13 23:33:00|
ES-M|ES|N||2023-04-13 23:33:00|
ES-MA|ES|N||2023-04-13 23:33:00|
ES-MC|ES|N||2023-04-13 23:33:00|
ES-MD|ES|N||2023-04-13 23:33:00|
ES-ML|ES|N||2023-04-13 23:33:00|
ES-MU|ES|N||2023-04-13 23:33:00|
ES-NA|ES|N||2023-04-13 23:33:00|
ES-NC|ES|N||2023-04-13 23:33:00|
ES-O|ES|N||2023-04-13 23:33:00|
ES-OR|ES|N||2023-04-13 23:33:00|
ES-P|ES|N||2023-04-13 23:33:00|
ES-PM|ES|N||2023-04-13 23:33:00|
ES-PO|ES|N||2023-04-13 23:33:00|
ES-PV|ES|N||2023-04-13 23:33:00|
ES-RI|ES|N||2023-04-13 23:33:00|
ES-S|ES|N||2023-04-13 23:33:00|
ES-SA|ES|N||2023-04-13 23:33:00|
ES-SE|ES|N||2023-04-13 23:33:00|
ES-SG|ES|N||2023-04-13 23:33:00|
ES-SO|ES|N||2023-04-13 23:33:00|
ES-SS|ES|N||2023-04-13 23:33:00|
ES-T|ES|N||2023-04-13 23:33:00|
ES-TE|ES|N||2023-04-13 23:33:00|
ES-TF|ES|N||2023-04-13 23:33:00|
ES-TO|ES|N||2023-04-13 23:33:00|
ES-V|ES|N||2023-04-13 23:33:00|
ES-VA|ES|N||2023-04-13 23:33:00|
ES-VC|ES|N||2023-04-13 23:33:00|
ES-VI|ES|N||2023-04-13 23:33:00|
ES-Z|ES|N||2023-04-13 23:33:00|
ES-ZA|ES|N||2023-04-13 23:33:00|
ET-AA|ET|N||2022-12-07 20:25:00|
ET-AF|ET|N||2022-12-07 20:25:00|
ET-AM|ET|N||2022-12-07 20:25:00|
ET-BE|ET|N||2022-12-07 20:25:00|
ET-DD|ET|N||2022-12-07 20:25:00|
ET-GA|ET|N||2022-12-07 20:25:00|
ET-HA|ET|N||2022-12-07 20:25:00|
ET-OR|ET|N||2022-12-07 20:25:00|
ET-SI|ET|N||2022-12-07 20:25:00|
ET-SN|ET|N||2022-12-07 20:25:00|
ET-SO|ET|N||2022-12-07 20:25:00|
ET-SW|ET|N||2022-12-07 20:25:00|
ET-TI|ET|N||2022-12-07 20:25:00|
FI-AL|FI|N||2005-06-21 15:47:00|
FI-ES|FI|N||2005-06-21 15:47:00|
FI-IS|FI|N||2005-06-21 15:47:00|
FI-LL|FI|N||2005-06-21 15:47:00|
FI-LS|FI|N||2005-06-21 15:47:00|
FI-OL|FI|N||2005-06-21 15:47:00|
FR-01|FR|N||2005-06-21 15:47:00|
FR-02|FR|N||2005-06-21 15:47:00|
FR-03|FR|N||2005-06-21 15:47:00|
FR-04|FR|N||2005-06-21 15:47:00|
FR-05|FR|N||2005-06-21 15:47:00|
FR-06|FR|N||2005-06-21 15:47:00|
FR-07|FR|N||2005-06-21 15:47:00|
FR-08|FR|N||2005-06-21 15:47:00|
FR-09|FR|N||2005-06-21 15:47:00|
FR-10|FR|N||2005-06-21 15:47:00|
FR-11|FR|N||2005-06-21 15:47:00|
FR-12|FR|N||2005-06-21 15:47:00|
FR-13|FR|N||2005-06-21 15:47:00|
FR-14|FR|N||2005-06-21 15:47:00|
FR-15|FR|N||2005-06-21 15:47:00|
FR-16|FR|N||2005-06-21 15:47:00|
FR-17|FR|N||2005-06-21 15:47:00|
FR-18|FR|N||2005-06-21 15:47:00|
FR-19|FR|N||2005-06-21 15:47:00|
FR-21|FR|N||2005-06-21 15:47:00|
FR-22|FR|N||2005-06-21 15:47:00|
FR-23|FR|N||2005-06-21 15:47:00|
FR-24|FR|N||2005-06-21 15:47:00|
FR-25|FR|N||2005-06-21 15:47:00|
FR-26|FR|N||2005-06-21 15:47:00|
FR-27|FR|N||2005-06-21 15:47:00|
FR-28|FR|N||2005-06-21 15:47:00|
FR-29|FR|N||2005-06-21 15:47:00|
FR-2A|FR|N||2005-06-21 15:47:00|
FR-2B|FR|N||2005-06-21 15:47:00|
FR-30|FR|N||2005-06-21 15:47:00|
FR-31|FR|N||2005-06-21 15:47:00|
FR-32|FR|N||2005-06-21 15:47:00|
FR-33|FR|N||2005-06-21 15:47:00|
FR-34|FR|N||2005-06-21 15:47:00|
FR-35|FR|N||2005-06-21 15:47:00|
FR-36|FR|N||2005-06-21 15:47:00|
FR-37|FR|N||2005-06-21 15:47:00|
FR-38|FR|N||2005-06-21 15:47:00|
FR-39|FR|N||2005-06-21 15:47:00|
FR-40|FR|N||2005-06-21 15:47:00|
FR-41|FR|N||2005-06-21 15:47:00|
FR-42|FR|N||2005-06-21 15:47:00|
FR-43|FR|N||2005-06-21 15:47:00|
FR-44|FR|N||2005-06-21 15:47:00|
FR-45|FR|N||2005-06-21 15:47:00|
FR-46|FR|N||2005-06-21 15:47:00|
FR-47|FR|N||2005-06-21 15:47:00|
FR-48|FR|N||2005-06-21 15:47:00|
FR-49|FR|N||2005-06-21 15:47:00|
FR-50|FR|N||2005-06-21 15:47:00|
FR-51|FR|N||2005-06-21 15:47:00|
FR-52|FR|N||2005-06-21 15:47:00|
FR-53|FR|N||2005-06-21 15:47:00|
FR-54|FR|N||2005-06-21 15:47:00|
FR-55|FR|N||2005-06-21 15:47:00|
FR-56|FR|N||2005-06-21 15:47:00|
FR-57|FR|N||2005-06-21 15:47:00|
FR-58|FR|N||2005-06-21 15:47:00|
FR-59|FR|N||2005-06-21 15:47:00|
FR-60|FR|N||2005-06-21 15:47:00|
FR-61|FR|N||2005-06-21 15:47:00|
FR-62|FR|N||2005-06-21 15:47:00|
FR-63|FR|N||2005-06-21 15:47:00|
FR-64|FR|N||2005-06-21 15:47:00|
FR-65|FR|N||2005-06-21 15:47:00|
FR-66|FR|N||2005-06-21 15:47:00|
FR-67|FR|N||2005-06-21 15:47:00|
FR-68|FR|N||2005-06-21 15:47:00|
FR-69|FR|N||2005-06-21 15:47:00|
FR-70|FR|N||2005-06-21 15:47:00|
FR-71|FR|N||2005-06-21 15:47:00|
FR-72|FR|N||2005-06-21 15:47:00|
FR-73|FR|N||2005-06-21 15:47:00|
FR-74|FR|N||2005-06-21 15:47:00|
FR-75|FR|N||2005-06-21 15:47:00|
FR-76|FR|N||2005-06-21 15:47:00|
FR-77|FR|N||2005-06-21 15:47:00|
FR-78|FR|N||2005-06-21 15:47:00|
FR-79|FR|N||2005-06-21 15:47:00|
FR-80|FR|N||2005-06-21 15:47:00|
FR-81|FR|N||2005-06-21 15:47:00|
FR-82|FR|N||2005-06-21 15:47:00|
FR-83|FR|N||2005-06-21 15:47:00|
FR-84|FR|N||2005-06-21 15:47:00|
