39401|2023-02-17 08:56:00|4608|Y|37632||215326|comment.report.simple|ннннннннннннннннннннн;нннннHRнннннннннннн2023н3нннннннннннн||2023-02-17 08:56:00|4608|
39402|2023-02-17 09:08:00|4608|Y|37647||215019|comment.report.simple|нннннннннн9541.65нннннннннннн||2023-02-17 09:08:00|4608|
39403|2023-02-17 09:16:00|4615|N|37706|||comment.report.simple|ннннн11.30-12.2||2023-02-23 02:33:00|4615|
39404|2023-02-17 09:24:00|4615|N|37706|107750||comment.entry.simple|нAllanнннннннннн||2023-02-23 02:33:00|4615|
39405|2023-02-17 10:12:00|2389|Y|37632|107349||comment.entry.simple|ннннннннннннннннннн||2023-02-17 10:12:00|2389|
39406|2023-02-17 10:20:00|4608|Y|37678||215812|comment.report.simple|ннн;99334883нннннннннн;нннннннннн2023н3нннннннннннн||2023-02-17 10:20:00|4608|
39407|2023-02-17 10:55:00|4577|Y|37707|107758||comment.entry.simple|payment by ctrip not available||2023-02-17 10:55:00|4577|
39408|2023-02-18 09:29:00|2456|Y|37708|107779||comment.entry.simple|Poppy DINGнннннннннн;2023.02.14-17 ннннннннshare нннн||2023-02-18 09:29:00|2456|
39409|2023-02-20 11:48:00|2409|Y|37716|107993||comment.entry.simple|Extend 2 days due to GO visit in HK||2023-02-20 11:48:00|2409|
39410|2023-02-21 02:21:00|4502|Y|37375|||comment.report.simple|ннннннннннннннннннн397.32нн||2023-02-21 02:21:00|4502|
39411|2023-02-22 03:11:00|4608|Y|37402||217499|comment.report.simple|нннннннннн2087.5нннннннннннн||2023-02-22 03:11:00|4608|
39412|2023-02-22 03:24:00|4608|Y|37397|105649|217427|comment.entry.simple|share meal ннннн||2023-02-22 03:24:00|4608|
39413|2023-02-22 03:45:00|4608|Y|37395||217355|comment.report.simple|нннннннннн1811.15нннннннн~||2023-02-22 03:45:00|4608|
39414|2023-02-22 06:28:00|4608|Y|37393||217301|comment.report.simple|нннннн||2023-02-22 06:28:00|4608|
39415|2023-02-22 06:29:00|2458|Y|37737|108096||comment.entry.simple|Miscellaneous||2023-02-22 06:29:00|2458|
39416|2023-02-22 06:54:00|4608|Y|37375|105461|217247|comment.entry.simple|share meal ннннн||2023-02-22 06:54:00|4608|
39417|2023-02-22 06:55:00|4608|Y|37402|105668|218324|comment.entry.simple|share meal ннннн||2023-02-22 06:55:00|4608|
39418|2023-02-22 07:05:00|4608|Y|37426|105754|218015|comment.entry.simple|share meal ннннн||2023-02-22 07:05:00|4608|
39419|2023-02-22 07:14:00|4608|Y|37439|105955|217821|comment.entry.simple|share meal ннннн||2023-02-22 07:14:00|4608|
39420|2023-02-22 07:20:00|4608|Y|37422|105741|217785|comment.entry.simple|share meal ннннн||2023-02-22 07:20:00|4608|
39421|2023-02-22 07:23:00|4608|Y|37418|105730|217749|comment.entry.simple|share meal ннннн||2023-02-22 07:23:00|4608|
39422|2023-02-22 07:26:00|4608|Y|37417|105726|217713|comment.entry.simple|share meal ннннн||2023-02-22 07:26:00|4608|
39423|2023-02-22 07:35:00|4608|Y|37412|105708|217695|comment.entry.simple|share meal ннннн||2023-02-22 07:35:00|4608|
39424|2023-02-22 07:39:00|4608|Y|37415|105718|217677|comment.entry.simple|share meal ннннн||2023-02-22 07:39:00|4608|
39425|2023-02-22 07:40:00|4608|Y|37416|105722|217731|comment.entry.simple|share meal ннннн||2023-02-22 07:40:00|4608|
39426|2023-02-22 07:41:00|4608|Y|37409|105696|217607|comment.entry.simple|share meal ннннн||2023-02-22 07:41:00|4608|
39427|2023-02-22 07:45:00|4608|Y|37406|105684|217553|comment.entry.simple|share meal ннннн||2023-02-22 07:45:00|4608|
39428|2023-02-22 07:47:00|4608|Y|37405|105680|217535|comment.entry.simple|share meal ннннн||2023-02-22 07:47:00|4608|
39429|2023-02-22 07:55:00|4608|Y|37404|105676|217517|comment.entry.simple|share meal ннннн||2023-02-22 07:55:00|4608|
39430|2023-02-22 08:42:00|4608|Y|37696||216339|comment.report.simple|ннн1н1ннннннннннMUJIннннMOнT&CHANDONннннннннннннннннннннннннннннн;;VICнннн2395ннннннннннннн||2023-02-22 08:42:00|4608|
39431|2023-02-22 09:30:00|4640|Y|37739|108132||comment.entry.simple|ннннннн1400нннннннннннннннннннн||2023-02-22 09:30:00|4640|
39432|2023-02-23 02:33:00|4608|Y|37706|107750|216808|comment.entry.simple|ннннннннннннн7.10-7.18||2023-02-23 02:33:00|4608|
39433|2023-02-23 02:33:00|4608|Y|37706||216808|comment.report.simple|нннннннннннн||2023-02-23 02:33:00|4608|
39434|2023-02-23 03:49:00|4633|Y|37742|108141||comment.entry.simple|Ctrip account was having a problem when booking, hence booked and paid by myself||2023-02-23 03:49:00|4633|
39435|2023-02-23 03:54:00|4642|N|37743|||comment.report.simple|Audit for IFS for 1 night||2023-03-01 02:09:00|4642|
39436|2023-02-23 08:28:00|4608|Y|37720||217445|comment.report.simple|store staffнннннннннн;ннннннннннннннн~||2023-02-23 08:28:00|4608|
39437|2023-02-23 08:34:00|4608|Y|37719||217391|comment.report.simple|ннннннннннннннннннн||2023-02-23 08:34:00|4608|
39439|2023-02-24 04:11:00|2429|Y|37745|108159||comment.entry.simple|ннннннн||2023-02-24 04:12:00|2429|
39441|2023-02-24 06:35:00|4578|Y|37747|||comment.report.simple|нннннн2н14н-2н17н||2023-02-24 06:35:00|4578|
39442|2023-02-24 06:40:00|4578|Y|37747|108165||comment.entry.simple|ннннннннннннннннннн||2023-02-24 06:40:00|4578|
39443|2023-02-24 07:32:00|4595|Y|37748|108168||comment.entry.simple|ннннннн||2023-02-24 07:32:00|4595|
39444|2023-02-24 07:53:00|4595|Y|37749|108171||comment.entry.simple|ннннннн||2023-02-24 07:53:00|4595|
39445|2023-02-24 10:33:00|2385|Y|37751|108181||comment.entry.simple|нннннннннннннн||2023-02-24 10:33:00|2385|
39446|2023-02-24 11:11:00|4643|Y|37750|108183||comment.entry.simple|нннн нннн||2023-02-24 11:11:00|4643|
39447|2023-02-24 11:15:00|4643|Y|37750|108184||comment.entry.simple|ннннн нннннн||2023-02-24 11:15:00|4643|
39448|2023-02-24 11:18:00|4643|Y|37750|108185||comment.entry.simple|ннннн нннннн||2023-02-24 11:18:00|4643|
39449|2023-02-24 12:26:00|4486|Y|37752|||comment.report.simple|Darcie LinнJuly Li||2023-02-24 12:26:00|4486|
39450|2023-02-24 12:29:00|4486|Y|37752|108188||comment.entry.simple|ннннннннннннннннн||2023-02-24 12:29:00|4486|
39451|2023-02-25 15:27:00|4619|N|37753|108189||comment.entry.simple|нннннн||2023-03-02 04:21:00|4619|
39453|2023-02-26 03:44:00|4647|N|37756|||comment.report.simple|Induction training for Zoey YU, Nesim NING, Zhou ZHOU||2023-04-24 04:46:00|4647|
39454|2023-02-26 03:46:00|4647|N|37756|108204||comment.entry.simple|нннн||2023-04-24 04:46:00|4647|
39455|2023-02-27 07:51:00|4530|Y|37765|108251||comment.entry.simple|Training team assist on booking room and paid on site||2023-02-27 07:51:00|4530|
40354|2023-11-17 11:02:00|4650|Y|38730|||comment.report.simple|1/10 other meal is birthday celebration meal to omnichannel team members which I did the payment finally, this meal was approved by Liz & Monica previously.;3/8 & 6/10 OT transportation fees are the summary of several days, since fapiao is issued in one day.;6/10 OT meal is also the summary of several days, which finance team suggested to put in one line while fapiao could be handed separately.||2023-11-17 11:02:00|4650|
40355|2023-12-08 03:59:00|4608|Y|39207||262475|comment.report.simple|ннннннннннннн||2023-12-08 03:59:00|4608|
40356|2023-12-08 04:00:00|4608|Y|39195||266095|comment.report.simple|ннннннннннннннн||2023-12-08 04:00:00|4608|
40358|2023-12-17 04:10:00|4686|Y|39355|||comment.report.simple|Milan Showroom Business Meeting||2023-12-17 04:10:00|4686|
40359|2023-12-17 04:13:00|4686|Y|39355|117843||comment.entry.simple|city tax and early check in to be ready for the showroom meeting||2023-12-17 04:13:00|4686|
40360|2023-12-18 02:21:00|4686|Y|39358|||comment.report.simple|Connection flight for HK &gt; Milan Sep showroom , return to Macau for Opening set up then HK return flight to SHA . saving one round trip  flight between SH HK;;( I will stay in HK during golden week)||2023-12-18 02:21:00|4686|
40361|2023-12-19 13:45:00|4666|Y|39360|117896||comment.entry.simple|city tax||2023-12-19 13:45:00|4666|
40364|2023-12-20 12:11:00|4621|Y|39361|||comment.report.simple|SS24 DEFILE BUYING FOR WSHOES & KIDS||2023-12-20 12:11:00|4621|
40365|2023-12-20 13:31:00|4621|Y|39361|117907||comment.entry.simple|city tax||2023-12-20 13:31:00|4621|
40366|2023-12-20 14:32:00|2409|Y|39362|117916||comment.entry.simple|Employee paid- breakfast fee, can only be open as hotel fee||2023-12-20 14:32:00|2409|
40367|2023-12-20 14:54:00|2409|Y|39362|117929||comment.entry.simple|Should be RMB, system error cannot change currency||2023-12-20 14:54:00|2409|
40368|2023-12-20 15:25:00|2409|Y|39364|117944||comment.entry.simple|Actual Trip is on Feb 9th||2023-12-20 15:25:00|2409|
40369|2023-12-20 15:26:00|2409|Y|39364|117945||comment.entry.simple|Actual trip was on Feb 9th||2023-12-20 15:26:00|2409|
40370|2023-12-20 16:16:00|4621|Y|39363|117952||comment.entry.simple|ннннcity tax||2023-12-20 16:16:00|4621|
40371|2023-12-20 16:54:00|4621|Y|39363|117959||comment.entry.simple|нн-нннннннFW23 CAPSULE BUYINGн2023/5/21-2023/5/27||2023-12-20 16:54:00|4621|
40372|2023-12-20 17:23:00|4621|Y|39365|117960||comment.entry.simple|SS24 DEFILE BUYINGнннннн||2023-12-20 17:32:00|4621|
40373|2023-12-20 17:31:00|4621|Y|39365|117961||comment.entry.simple|SS24 DEFILE BUYING нннннннн||2023-12-20 17:31:00|4621|
40374|2023-12-20 17:40:00|4621|N|39366|||comment.report.simple|FW23 BUYING TRIP||2023-12-22 04:13:00|4621|
40375|2023-12-20 17:55:00|4621|N|39366|117963||comment.entry.simple|FW23 DEFILE BUYING TRIP -MILAN||2023-12-22 04:13:00|4621|
40376|2023-12-20 17:59:00|4621|N|39366|117964||comment.entry.simple|нннннннн||2023-12-22 04:13:00|4621|
40377|2023-12-21 06:13:00|4621|Y|39369|||comment.report.simple|SHENZHEN STORE VISIT||2023-12-21 06:13:00|4621|
40378|2023-12-21 06:25:00|2435|N|39368|117984||comment.entry.simple|нннннннннннн||2023-12-21 06:30:00|2435|
40379|2023-12-21 06:30:00|4621|Y|39369|117985||comment.entry.simple|ннннннн||2023-12-21 06:30:00|4621|
40380|2023-12-21 06:31:00|4621|Y|39369|117997||comment.entry.simple|ннннннн||2023-12-21 06:31:00|4621|
40381|2023-12-21 07:37:00|2435|Y|39372|118005||comment.entry.simple|нннн||2023-12-21 07:37:00|2435|
40382|2023-12-21 08:44:00|2435|Y|39376|118012||comment.entry.simple|нннн||2023-12-21 08:44:00|2435|
4|2017-10-13 11:47:00|2338|Y|45|175||comment.entry.simple|lunch ||2017-10-13 11:47:00|2338|true
5|2017-10-13 13:09:00|2338|Y|47|177||comment.entry.simple|Test ||2017-10-13 13:09:00|2338|true
6|2017-10-16 03:03:00|2338|Y|50|188||comment.entry.simple|airport to home||2017-10-16 03:03:00|2338|true
7|2017-10-16 03:04:00|2338|Y|50|189||comment.entry.simple|meal ||2017-10-16 03:04:00|2338|true
8|2017-10-17 07:55:00|2338|Y|55|217||comment.entry.simple|hotel to airport||2017-10-17 07:55:00|2338|true
9|2017-10-17 08:53:00|2337|N|61|222||comment.entry.simple|Aiport to Hotel||2017-10-17 10:19:00|2337|true
10|2017-10-17 09:32:00|2338|Y|55|228||comment.entry.simple|dinner. ||2017-10-17 09:32:00|2338|true
11|2017-10-20 07:00:00|2337|N|68|240||comment.entry.simple|Airport to Hotel||2017-10-27 02:14:00|2337|true
12|2017-10-25 08:29:00|2338|Y|66|246||comment.entry.simple|with clients ||2017-10-25 08:29:00|2338|true
13|2017-10-26 02:11:00|2337|Y|71|247||comment.entry.simple|Office - Shanghri-La Hotel||2017-10-26 02:11:00|2337|true
14|2017-10-26 02:13:00|2337|Y|71|251||comment.entry.simple|Office - Shanghri-La Hotel||2017-10-26 02:13:00|2337|true
15|2017-10-26 02:13:00|2337|Y|71|252||comment.entry.simple|Office - Shanghri-La Hotel||2017-10-26 02:13:00|2337|true
17|2017-10-26 03:26:00|2337|Y|76|265||comment.entry.simple|test cash||2017-10-26 03:26:00|2337|true
18|2017-10-26 07:13:00|2337|Y|78|267||comment.entry.simple|test for prague||2017-10-26 07:13:00|2337|true
19|2017-10-27 03:08:00|2337|N|80|272||comment.entry.simple|Meal with Weilai Jackie Aviva||2017-10-30 06:49:00|2337|true
20|2017-10-27 03:09:00|2337|N|80|273||comment.entry.simple|Airport to Hotel||2017-10-30 06:49:00|2337|true
21|2017-11-01 06:39:00|2444|N|91|293||comment.entry.simple|Home to hotel||2017-12-28 10:33:00|2444|
22|2017-11-01 06:39:00|2444|N|91|294||comment.entry.simple|Home to hotel||2017-12-28 10:33:00|2444|
23|2017-11-01 06:40:00|2444|N|91|295||comment.entry.simple|Home to hotel||2017-12-28 10:33:00|2444|
24|2017-11-01 10:40:00|2384|Y|94|300||comment.entry.simple|н9нннн260н||2017-11-01 10:40:00|2384|
25|2017-11-01 10:42:00|2384|Y|94|301||comment.entry.simple|9н5нн230нн9н13нн160нн9н19нн216нн9н26нн202н||2017-11-01 10:42:00|2384|
26|2017-11-01 10:49:00|2384|Y|94|302||comment.entry.simple|EdenнTiffanyнSammiнJojoнAngel||2017-11-01 10:52:00|2384|
27|2017-11-01 10:49:00|2384|Y|94|304||comment.entry.simple|AppleнTiffanyнLeoнEdenнAngel||2017-11-01 10:49:00|2384|
28|2017-11-01 10:51:00|2384|Y|94|305||comment.entry.simple|AppleнTiffanyнLeoнJojoнAngel||2017-11-01 10:51:00|2384|
29|2017-11-02 02:31:00|2388|N|298|323||comment.entry.simple|ннннннннн||2017-12-12 09:42:00|2388|
30|2017-11-02 02:43:00|2388|N|298|324||comment.entry.simple|нннннн||2017-12-12 09:42:00|2388|
31|2017-11-03 03:00:00|2388|N|298|327||comment.entry.simple|нннннннн||2017-12-12 09:42:00|2388|
32|2017-11-04 11:25:00|2381|Y|100|355||comment.entry.simple|9н+10н||2017-11-04 11:25:00|2381|
33|2017-11-04 11:25:00|2381|Y|100|350||comment.entry.simple|8н+10н||2017-11-04 11:25:00|2381|
35|2017-11-04 11:29:00|2381|Y|100|358||comment.entry.simple|10нннннннннннн||2017-11-04 11:29:00|2381|
36|2017-11-05 02:57:00|2388|N|298|359||comment.entry.simple|11нннннннн||2017-12-12 09:42:00|2388|
37|2017-11-05 03:00:00|2388|N|298|360||comment.entry.simple|нннннн||2017-12-12 09:42:00|2388|
38|2017-11-05 03:10:00|2388|N|298|361||comment.entry.simple|7нннннннн||2017-12-12 09:42:00|2388|
39|2017-11-05 03:59:00|2388|N|298|362||comment.entry.simple|8ннннннннннн||2017-12-12 09:42:00|2388|
40|2017-11-05 13:31:00|2390|Y|102|372||comment.entry.simple|ннннн10ннн||2017-11-05 13:31:00|2390|
41|2017-11-06 03:53:00|2451|N|105|376||comment.entry.simple|ннн||2017-11-22 09:28:00|2451|
42|2017-11-06 03:59:00|2451|N|105|377||comment.entry.simple|ннн||2017-11-22 09:28:00|2451|
43|2017-11-06 04:19:00|2451|N|105|386||comment.entry.simple|ннннннн||2017-11-22 09:28:00|2451|
44|2017-11-06 04:21:00|2451|N|105|387||comment.entry.simple|ннннннннннннннннннннннннннннннннннн||2017-11-22 09:28:00|2451|
45|2017-11-06 04:22:00|2451|N|105|388||comment.entry.simple|ннн||2017-11-22 09:28:00|2451|
46|2017-11-06 04:22:00|2451|N|105|389||comment.entry.simple|нн||2017-11-22 09:28:00|2451|
51|2017-11-06 07:20:00|2388|N|298|398||comment.entry.simple|9-10ннннннннннн||2017-12-12 09:42:00|2388|
52|2017-11-07 07:12:00|2388|N|298|415||comment.entry.simple|9.15ннннннн||2017-12-12 09:42:00|2388|
53|2017-11-07 08:50:00|2388|N|298|416||comment.entry.simple|10ннннннн||2017-12-12 09:42:00|2388|
54|2017-11-09 01:25:00|2388|N|298|440||comment.entry.simple|6-10ннннннннн||2017-12-12 09:42:00|2388|
55|2017-11-09 02:56:00|2411|Y|112|442||comment.entry.simple|Iris &  Leo||2017-11-09 02:56:00|2411|
56|2017-11-10 03:42:00|2439|N|113|446||comment.entry.simple|Paul Peng+DJ+agency нн||2017-11-21 04:25:00|2439|
57|2017-11-10 03:43:00|2439|N|113|451||comment.entry.simple|Lunch with Liz & Gillian||2017-11-21 04:25:00|2439|
58|2017-11-10 03:44:00|2439|N|113|454||comment.entry.simple|Dinner with DJ||2017-11-21 04:25:00|2439|
59|2017-11-10 03:45:00|2439|N|113|455||comment.entry.simple|home - airport||2017-11-21 04:25:00|2439|
60|2017-11-10 03:45:00|2435|Y|114|449||comment.entry.simple|cancelation fee||2017-11-10 03:45:00|2435|
61|2017-11-10 03:47:00|2439|N|113|457||comment.entry.simple|airport-home||2017-11-21 04:25:00|2439|
62|2017-11-10 03:54:00|2435|Y|114|459||comment.entry.simple|Home to Airport||2017-11-10 03:54:00|2435|
63|2017-11-10 03:55:00|2435|Y|114|460||comment.entry.simple|Airport to Home||2017-11-10 03:55:00|2435|
64|2017-11-10 04:33:00|2437|Y|115|||comment.report.simple|SZ+GZ||2017-11-10 04:33:00|2437|
65|2017-11-10 04:36:00|2437|N|115|461||comment.entry.simple|only room available price||2017-11-22 03:41:00|2437|
66|2017-11-12 07:27:00|2450|Y|117|||comment.report.simple|CQM Teny CJ Training||2017-11-12 07:27:00|2450|
67|2017-11-13 07:05:00|2443|Y|121|||comment.report.simple|Guangzhou Heaven Check||2017-11-13 07:05:00|2443|
68|2017-11-13 07:08:00|2443|Y|121|496||comment.entry.simple|From home to office||2017-11-13 07:08:00|2443|
69|2017-11-13 07:16:00|2443|Y|121|504||comment.entry.simple|From hotel to airport||2017-11-13 07:16:00|2443|
70|2017-11-13 07:17:00|2443|Y|121|503||comment.entry.simple|From restaurant to hotel||2017-11-13 07:17:00|2443|
71|2017-11-13 07:17:00|2443|Y|121|495||comment.entry.simple|Need to live with the team||2017-11-13 07:17:00|2443|
72|2017-11-13 07:17:00|2443|Y|121|497||comment.entry.simple|From office to airport||2017-11-13 07:17:00|2443|
73|2017-11-13 07:17:00|2443|Y|121|498||comment.entry.simple|From Guangzhou to Shenzhen||2017-11-13 07:17:00|2443|
74|2017-11-13 07:17:00|2443|Y|121|499||comment.entry.simple|From airport to store||2017-11-13 07:17:00|2443|
75|2017-11-13 07:18:00|2443|Y|121|500||comment.entry.simple|From store to train station||2017-11-13 07:18:00|2443|
76|2017-11-13 07:18:00|2443|Y|121|501||comment.entry.simple|From train station to hotel||2017-11-13 07:18:00|2443|
77|2017-11-13 07:18:00|2443|Y|121|502||comment.entry.simple|From hotel to restaurant||2017-11-13 07:18:00|2443|
78|2017-11-13 07:18:00|2443|Y|121|505||comment.entry.simple|From airport to office||2017-11-13 07:18:00|2443|
79|2017-11-13 07:18:00|2443|Y|121|506||comment.entry.simple|From office to home||2017-11-13 07:19:00|2443|
80|2017-11-13 07:19:00|2443|Y|121|507||comment.entry.simple|Breakfast||2017-11-13 07:19:00|2443|
81|2017-11-13 07:19:00|2443|Y|121|508||comment.entry.simple|Breakfast||2017-11-13 07:19:00|2443|
82|2017-11-13 07:20:00|2443|Y|121|509||comment.entry.simple|Lunch||2017-11-13 07:20:00|2443|
83|2017-11-13 07:20:00|2443|Y|121|510||comment.entry.simple|Drink||2017-11-13 07:20:00|2443|
84|2017-11-13 07:21:00|2443|Y|121|511||comment.entry.simple|Dinner||2017-11-13 07:21:00|2443|
85|2017-11-13 07:21:00|2443|Y|121|512||comment.entry.simple|Drink||2017-11-13 07:21:00|2443|
86|2017-11-13 07:22:00|2443|Y|121|513||comment.entry.simple|Drink||2017-11-13 07:22:00|2443|
87|2017-11-13 07:22:00|2443|Y|121|515||comment.entry.simple|Lunch with Jackie||2017-11-13 07:22:00|2443|
88|2017-11-13 07:27:00|2443|Y|121|516||comment.entry.simple|MU5352 нн-нн;FM9301 нн-нн||2017-11-13 07:27:00|2443|
93|2017-11-13 09:35:00|2368|Y|122|521||comment.entry.simple|cedric||2017-11-13 09:35:00|2368|
94|2017-11-13 09:38:00|2368|Y|122|522||comment.entry.simple|нн||2017-11-13 09:38:00|2368|
95|2017-11-13 09:39:00|2368|Y|122|523||comment.entry.simple|нн||2017-11-13 09:39:00|2368|
97|2017-11-14 09:25:00|2360|Y|126|||comment.report.simple|11н6-8нннCJнн||2017-11-14 09:25:00|2360|
98|2017-11-14 09:42:00|2360|Y|126|537||comment.entry.simple|нннн&58;нн||2017-11-14 09:42:00|2360|
99|2017-11-14 09:44:00|2360|Y|126|538||comment.entry.simple|нннн&58;нн||2017-11-14 09:44:00|2360|
100|2017-11-15 02:27:00|2443|Y|129|550||comment.entry.simple|MU2504 1042;MU2691 1411||2017-11-15 02:27:00|2443|
101|2017-11-15 02:27:00|2443|Y|129|551||comment.entry.simple|From home to airport||2017-11-15 02:27:00|2443|
102|2017-11-15 02:28:00|2443|Y|129|552||comment.entry.simple|From airport to store||2017-11-15 02:28:00|2443|
103|2017-11-15 02:28:00|2443|Y|129|553||comment.entry.simple|From store to airport||2017-11-15 02:28:00|2443|
104|2017-11-15 02:29:00|2443|Y|129|554||comment.entry.simple|From airport to home||2017-11-15 02:29:00|2443|
105|2017-11-15 02:29:00|2443|Y|129|555||comment.entry.simple|Breakfast||2017-11-15 02:29:00|2443|
