50|44|SUCCESS|2017-10-24 10:21:00||2017-10-24 10:23:00
51|8|RUNNING|2017-10-25 10:22:00||2017-10-25 10:22:00
52|44|SUCCESS|2017-10-25 10:22:00||2017-10-25 10:23:00
53|8|RUNNING|2017-10-26 10:21:00||2017-10-26 10:21:00
54|44|SUCCESS|2017-10-26 10:21:00||2017-10-26 10:22:00
55|8|RUNNING|2017-10-27 10:20:00||2017-10-27 10:20:00
56|44|SUCCESS|2017-10-27 10:20:00||2017-10-27 10:20:00
57|8|RUNNING|2017-10-28 10:19:00||2017-10-28 10:19:00
58|44|SUCCESS|2017-10-28 10:19:00||2017-10-28 10:19:00
59|8|RUNNING|2017-10-29 11:17:00||2017-10-29 11:17:00
60|44|SUCCESS|2017-10-29 11:17:00||2017-10-29 11:18:00
61|8|RUNNING|2017-10-30 10:18:00||2017-10-30 10:18:00
62|44|SUCCESS|2017-10-30 10:19:00||2017-10-30 10:20:00
63|8|RUNNING|2017-10-31 10:15:00||2017-10-31 10:15:00
64|44|SUCCESS|2017-10-31 10:15:00||2017-10-31 10:16:00
65|8|RUNNING|2017-11-01 10:16:00||2017-11-01 10:16:00
66|44|SUCCESS|2017-11-01 10:16:00||2017-11-01 10:16:00
67|8|RUNNING|2017-11-02 10:15:00||2017-11-02 10:15:00
68|44|SUCCESS|2017-11-02 10:15:00||2017-11-02 10:17:00
69|8|RUNNING|2017-11-03 10:15:00||2017-11-03 10:15:00
70|44|SUCCESS|2017-11-03 10:15:00||2017-11-03 10:16:00
71|8|RUNNING|2017-11-04 10:21:00||2017-11-04 10:21:00
72|44|SUCCESS|2017-11-04 10:21:00||2017-11-04 10:21:00
73|8|RUNNING|2017-11-05 13:14:00||2017-11-05 13:14:00
74|44|SUCCESS|2017-11-05 13:57:00||2017-11-05 13:57:00
75|8|RUNNING|2017-11-06 11:12:00||2017-11-06 11:12:00
76|44|SUCCESS|2017-11-06 11:12:00||2017-11-06 11:13:00
77|8|RUNNING|2017-11-07 11:12:00||2017-11-07 11:12:00
78|44|SUCCESS|2017-11-07 11:12:00||2017-11-07 11:13:00
79|8|RUNNING|2017-11-08 11:13:00||2017-11-08 11:13:00
80|44|SUCCESS|2017-11-08 11:13:00||2017-11-08 11:14:00
81|8|RUNNING|2017-11-09 11:13:00||2017-11-09 11:13:00
82|44|SUCCESS|2017-11-09 11:13:00||2017-11-09 11:13:00
83|8|RUNNING|2017-11-10 11:12:00||2017-11-10 11:12:00
84|44|SUCCESS|2017-11-10 11:12:00||2017-11-10 11:13:00
85|8|RUNNING|2017-11-11 11:10:00||2017-11-11 11:10:00
86|44|SUCCESS|2017-11-11 11:10:00||2017-11-11 11:11:00
87|8|RUNNING|2017-11-12 11:11:00||2017-11-12 11:11:00
88|44|SUCCESS|2017-11-12 11:11:00||2017-11-12 11:11:00
89|8|RUNNING|2017-11-13 11:12:00||2017-11-13 11:12:00
90|44|SUCCESS|2017-11-13 11:12:00||2017-11-13 11:16:00
91|8|RUNNING|2017-11-14 11:12:00||2017-11-14 11:12:00
92|44|SUCCESS|2017-11-14 11:12:00||2017-11-14 11:12:00
93|8|RUNNING|2017-11-15 11:12:00||2017-11-15 11:12:00
94|44|SUCCESS|2017-11-15 11:12:00||2017-11-15 11:12:00
95|8|RUNNING|2017-11-16 11:12:00||2017-11-16 11:12:00
96|44|SUCCESS|2017-11-16 11:12:00||2017-11-16 11:12:00
97|8|RUNNING|2017-11-17 11:12:00||2017-11-17 11:12:00
98|44|SUCCESS|2017-11-17 11:12:00||2017-11-17 11:12:00
99|8|RUNNING|2017-11-18 11:11:00||2017-11-18 11:11:00
100|44|SUCCESS|2017-11-18 11:11:00||2017-11-18 11:12:00
101|8|RUNNING|2017-11-19 11:11:00||2017-11-19 11:11:00
102|44|SUCCESS|2017-11-19 11:11:00||2017-11-19 11:11:00
103|8|RUNNING|2017-11-20 11:11:00||2017-11-20 11:11:00
104|44|SUCCESS|2017-11-20 11:11:00||2017-11-20 11:12:00
105|8|RUNNING|2017-11-21 11:12:00||2017-11-21 11:12:00
106|44|SUCCESS|2017-11-21 11:12:00||2017-11-21 11:12:00
107|8|RUNNING|2017-11-22 11:12:00||2017-11-22 11:12:00
108|44|SUCCESS|2017-11-22 11:12:00||2017-11-22 11:12:00
109|8|RUNNING|2017-11-23 11:12:00||2017-11-23 11:12:00
110|44|SUCCESS|2017-11-23 11:12:00||2017-11-23 11:12:00
111|8|RUNNING|2017-11-24 11:13:00||2017-11-24 11:13:00
112|44|SUCCESS|2017-11-24 11:13:00||2017-11-24 11:13:00
113|8|RUNNING|2017-11-25 11:11:00||2017-11-25 11:11:00
114|44|SUCCESS|2017-11-25 11:11:00||2017-11-25 11:11:00
115|8|RUNNING|2017-11-26 11:10:00||2017-11-26 11:10:00
116|44|SUCCESS|2017-11-26 11:10:00||2017-11-26 11:10:00
117|8|RUNNING|2017-11-27 11:11:00||2017-11-27 11:11:00
118|44|SUCCESS|2017-11-27 11:11:00||2017-11-27 11:11:00
119|8|RUNNING|2017-11-28 11:12:00||2017-11-28 11:12:00
120|44|SUCCESS|2017-11-28 11:12:00||2017-11-28 11:12:00
121|8|RUNNING|2017-11-29 11:12:00||2017-11-29 11:12:00
122|44|SUCCESS|2017-11-29 11:12:00||2017-11-29 11:12:00
123|8|RUNNING|2017-11-30 11:11:00||2017-11-30 11:11:00
124|44|SUCCESS|2017-11-30 11:11:00||2017-11-30 11:11:00
125|8|RUNNING|2017-12-01 11:15:00||2017-12-01 11:15:00
126|44|SUCCESS|2017-12-01 11:15:00||2017-12-01 11:15:00
127|8|RUNNING|2017-12-02 11:12:00||2017-12-02 11:12:00
128|44|SUCCESS|2017-12-02 11:12:00||2017-12-02 11:12:00
129|8|RUNNING|2017-12-03 11:09:00||2017-12-03 11:09:00
130|44|SUCCESS|2017-12-03 11:09:00||2017-12-03 11:09:00
131|8|RUNNING|2017-12-04 11:10:00||2017-12-04 11:10:00
132|44|SUCCESS|2017-12-04 11:10:00||2017-12-04 11:11:00
133|8|RUNNING|2017-12-05 11:14:00||2017-12-05 11:14:00
134|44|SUCCESS|2017-12-05 11:14:00||2017-12-05 11:14:00
135|8|RUNNING|2017-12-06 11:12:00||2017-12-06 11:12:00
136|44|SUCCESS|2017-12-06 11:13:00||2017-12-06 11:13:00
137|8|RUNNING|2017-12-07 11:10:00||2017-12-07 11:10:00
138|44|SUCCESS|2017-12-07 11:10:00||2017-12-07 11:11:00
139|8|RUNNING|2017-12-08 11:12:00||2017-12-08 11:12:00
140|44|SUCCESS|2017-12-08 11:13:00||2017-12-08 11:13:00
141|8|RUNNING|2017-12-09 11:09:00||2017-12-09 11:09:00
142|44|SUCCESS|2017-12-09 11:10:00||2017-12-09 11:10:00
143|8|RUNNING|2017-12-10 11:10:00||2017-12-10 11:10:00
144|44|SUCCESS|2017-12-10 11:10:00||2017-12-10 11:10:00
145|8|RUNNING|2017-12-11 11:11:00||2017-12-11 11:11:00
146|44|SUCCESS|2017-12-11 11:11:00||2017-12-11 11:11:00
147|8|RUNNING|2017-12-12 11:12:00||2017-12-12 11:12:00
148|44|SUCCESS|2017-12-12 11:12:00||2017-12-12 11:12:00
149|8|RUNNING|2017-12-13 11:09:00||2017-12-13 11:09:00
150|44|SUCCESS|2017-12-13 11:09:00||2017-12-13 11:09:00
151|8|RUNNING|2017-12-14 11:06:00||2017-12-14 11:06:00
152|44|SUCCESS|2017-12-14 11:07:00||2017-12-14 11:07:00
153|8|RUNNING|2017-12-15 11:06:00||2017-12-15 11:06:00
154|44|SUCCESS|2017-12-15 11:07:00||2017-12-15 11:07:00
155|8|RUNNING|2017-12-16 11:05:00||2017-12-16 11:05:00
156|44|SUCCESS|2017-12-16 11:07:00||2017-12-16 11:07:00
157|8|RUNNING|2017-12-17 11:05:00||2017-12-17 11:05:00
158|44|SUCCESS|2017-12-17 11:06:00||2017-12-17 11:06:00
159|8|RUNNING|2017-12-18 11:05:00||2017-12-18 11:05:00
160|44|SUCCESS|2017-12-18 11:07:00||2017-12-18 11:07:00
161|8|RUNNING|2017-12-19 11:06:00||2017-12-19 11:06:00
162|44|SUCCESS|2017-12-19 11:08:00||2017-12-19 11:08:00
163|8|RUNNING|2017-12-20 11:05:00||2017-12-20 11:05:00
164|44|SUCCESS|2017-12-20 11:07:00||2017-12-20 11:08:00
165|8|RUNNING|2017-12-21 11:05:00||2017-12-21 11:05:00
166|44|SUCCESS|2017-12-21 11:07:00||2017-12-21 11:07:00
167|8|RUNNING|2017-12-22 11:06:00||2017-12-22 11:06:00
168|44|SUCCESS|2017-12-22 11:07:00||2017-12-22 11:08:00
169|8|RUNNING|2017-12-23 11:05:00||2017-12-23 11:05:00
170|44|SUCCESS|2017-12-23 11:06:00||2017-12-23 11:07:00
171|8|RUNNING|2017-12-24 11:04:00||2017-12-24 11:04:00
172|44|SUCCESS|2017-12-24 11:06:00||2017-12-24 11:06:00
173|8|RUNNING|2017-12-25 11:05:00||2017-12-25 11:05:00
174|44|SUCCESS|2017-12-25 11:07:00||2017-12-25 11:07:00
175|8|RUNNING|2017-12-26 11:05:00||2017-12-26 11:05:00
176|44|SUCCESS|2017-12-26 11:07:00||2017-12-26 11:07:00
177|8|RUNNING|2017-12-27 11:05:00||2017-12-27 11:05:00
178|44|SUCCESS|2017-12-27 11:08:00||2017-12-27 11:08:00
179|8|RUNNING|2017-12-28 11:05:00||2017-12-28 11:05:00
180|44|SUCCESS|2017-12-28 11:08:00||2017-12-28 11:09:00
181|8|RUNNING|2017-12-29 11:05:00||2017-12-29 11:05:00
182|44|SUCCESS|2017-12-29 11:07:00||2017-12-29 11:07:00
183|8|RUNNING|2017-12-30 11:05:00||2017-12-30 11:05:00
184|44|SUCCESS|2017-12-30 11:07:00||2017-12-30 11:07:00
185|8|RUNNING|2017-12-31 11:04:00||2017-12-31 11:04:00
186|44|SUCCESS|2017-12-31 11:06:00||2017-12-31 11:07:00
187|8|RUNNING|2018-01-01 11:05:00||2018-01-01 11:05:00
188|44|SUCCESS|2018-01-01 11:06:00||2018-01-01 11:06:00
189|8|RUNNING|2018-01-02 11:05:00||2018-01-02 11:05:00
190|44|SUCCESS|2018-01-02 11:07:00||2018-01-02 11:07:00
191|8|RUNNING|2018-01-03 11:05:00||2018-01-03 11:05:00
192|44|SUCCESS|2018-01-03 11:07:00||2018-01-03 11:07:00
193|8|RUNNING|2018-01-04 11:05:00||2018-01-04 11:05:00
194|44|SUCCESS|2018-01-04 11:08:00||2018-01-04 11:08:00
195|8|RUNNING|2018-01-05 11:03:00||2018-01-05 11:03:00
196|44|SUCCESS|2018-01-05 11:07:00||2018-01-05 11:07:00
197|8|RUNNING|2018-01-06 11:05:00||2018-01-06 11:05:00
198|44|SUCCESS|2018-01-06 11:07:00||2018-01-06 11:07:00
199|8|RUNNING|2018-01-07 11:04:00||2018-01-07 11:04:00
200|44|SUCCESS|2018-01-07 11:06:00||2018-01-07 11:06:00
201|8|RUNNING|2018-01-08 11:05:00||2018-01-08 11:05:00
202|44|SUCCESS|2018-01-08 11:06:00||2018-01-08 11:06:00
203|8|RUNNING|2018-01-09 11:03:00||2018-01-09 11:03:00
204|44|SUCCESS|2018-01-09 11:06:00||2018-01-09 11:06:00
205|8|RUNNING|2018-01-10 11:06:00||2018-01-10 11:06:00
206|44|SUCCESS|2018-01-10 11:08:00||2018-01-10 11:08:00
207|8|RUNNING|2018-01-11 11:05:00||2018-01-11 11:05:00
208|44|SUCCESS|2018-01-11 11:07:00||2018-01-11 11:08:00
209|8|RUNNING|2018-01-12 11:06:00||2018-01-12 11:06:00
210|44|SUCCESS|2018-01-12 11:08:00||2018-01-12 11:08:00
211|8|RUNNING|2018-01-13 11:05:00||2018-01-13 11:05:00
212|44|SUCCESS|2018-01-13 11:07:00||2018-01-13 11:07:00
213|8|RUNNING|2018-01-14 11:03:00||2018-01-14 11:03:00
214|44|SUCCESS|2018-01-14 11:05:00||2018-01-14 11:05:00
215|8|RUNNING|2018-01-15 11:05:00||2018-01-15 11:05:00
216|44|SUCCESS|2018-01-15 11:07:00||2018-01-15 11:07:00
217|8|RUNNING|2018-01-16 11:05:00||2018-01-16 11:05:00
218|44|SUCCESS|2018-01-16 11:07:00||2018-01-16 11:07:00
219|8|RUNNING|2018-01-17 11:42:00||2018-01-17 11:42:00
220|44|SUCCESS|2018-01-17 11:52:00||2018-01-17 11:52:00
221|8|RUNNING|2018-01-18 11:06:00||2018-01-18 11:06:00
222|44|SUCCESS|2018-01-18 11:08:00||2018-01-18 11:08:00
223|8|RUNNING|2018-01-19 11:05:00||2018-01-19 11:05:00
224|44|SUCCESS|2018-01-19 11:07:00||2018-01-19 11:07:00
225|8|RUNNING|2018-01-20 11:06:00||2018-01-20 11:06:00
226|44|SUCCESS|2018-01-20 11:07:00||2018-01-20 11:07:00
227|8|RUNNING|2018-01-21 11:05:00||2018-01-21 11:05:00
228|44|SUCCESS|2018-01-21 11:06:00||2018-01-21 11:06:00
229|8|RUNNING|2018-01-22 11:06:00||2018-01-22 11:06:00
230|44|SUCCESS|2018-01-22 11:08:00||2018-01-22 11:08:00
231|8|RUNNING|2018-01-23 11:07:00||2018-01-23 11:07:00
232|44|SUCCESS|2018-01-23 11:09:00||2018-01-23 11:09:00
233|8|RUNNING|2018-01-24 11:07:00||2018-01-24 11:07:00
234|44|SUCCESS|2018-01-24 11:09:00||2018-01-24 11:09:00
235|8|RUNNING|2018-01-25 11:06:00||2018-01-25 11:06:00
236|44|SUCCESS|2018-01-25 11:08:00||2018-01-25 11:08:00
237|8|RUNNING|2018-01-26 11:05:00||2018-01-26 11:05:00
238|44|SUCCESS|2018-01-26 11:07:00||2018-01-26 11:07:00
239|8|RUNNING|2018-01-27 11:06:00||2018-01-27 11:06:00
240|44|SUCCESS|2018-01-27 11:08:00||2018-01-27 11:08:00
241|8|RUNNING|2018-01-28 11:05:00||2018-01-28 11:05:00
242|44|SUCCESS|2018-01-28 11:06:00||2018-01-28 11:06:00
243|8|RUNNING|2018-01-29 11:06:00||2018-01-29 11:06:00
244|44|SUCCESS|2018-01-29 11:08:00||2018-01-29 11:08:00
245|8|RUNNING|2018-01-30 11:07:00||2018-01-30 11:07:00
246|44|SUCCESS|2018-01-30 11:08:00||2018-01-30 11:08:00
247|8|RUNNING|2018-01-31 11:06:00||2018-01-31 11:06:00
248|44|SUCCESS|2018-01-31 11:08:00||2018-01-31 11:08:00
249|8|RUNNING|2018-02-01 11:07:00||2018-02-01 11:07:00
250|44|SUCCESS|2018-02-01 11:09:00||2018-02-01 11:09:00
251|8|RUNNING|2018-02-02 11:06:00||2018-02-02 11:06:00
252|44|SUCCESS|2018-02-02 11:08:00||2018-02-02 11:08:00
253|8|RUNNING|2018-02-03 11:10:00||2018-02-03 11:10:00
254|44|SUCCESS|2018-02-03 11:16:00||2018-02-03 11:16:00
1253|8|RUNNING|2018-02-04 11:05:00||2018-02-04 11:05:00
1254|44|SUCCESS|2018-02-04 11:06:00||2018-02-04 11:06:00
1255|8|RUNNING|2018-02-05 11:06:00||2018-02-05 11:06:00
1256|44|SUCCESS|2018-02-05 11:08:00||2018-02-05 11:08:00
1257|8|RUNNING|2018-02-06 11:06:00||2018-02-06 11:06:00
1258|44|SUCCESS|2018-02-06 11:08:00||2018-02-06 11:08:00
1259|8|RUNNING|2018-02-07 11:06:00||2018-02-07 11:06:00
1260|44|SUCCESS|2018-02-07 11:08:00||2018-02-07 11:08:00
1261|8|RUNNING|2018-02-08 11:07:00||2018-02-08 11:07:00
1262|44|SUCCESS|2018-02-08 11:09:00||2018-02-08 11:09:00
1263|8|RUNNING|2018-02-09 11:07:00||2018-02-09 11:07:00
1264|44|SUCCESS|2018-02-09 11:09:00||2018-02-09 11:09:00
1265|8|RUNNING|2018-02-10 11:05:00||2018-02-10 11:05:00
1266|44|SUCCESS|2018-02-10 11:07:00||2018-02-10 11:07:00
1267|8|RUNNING|2018-02-11 11:04:00||2018-02-11 11:04:00
1268|44|SUCCESS|2018-02-11 11:06:00||2018-02-11 11:06:00
1269|8|RUNNING|2018-02-12 11:05:00||2018-02-12 11:05:00
1270|44|SUCCESS|2018-02-12 11:06:00||2018-02-12 11:06:00
1271|8|RUNNING|2018-02-13 11:05:00||2018-02-13 11:05:00
1272|44|SUCCESS|2018-02-13 11:07:00||2018-02-13 11:07:00
1273|8|RUNNING|2018-02-14 11:05:00||2018-02-14 11:05:00
1274|44|SUCCESS|2018-02-14 11:07:00||2018-02-14 11:07:00
1275|8|RUNNING|2018-02-15 11:06:00||2018-02-15 11:06:00
1276|44|SUCCESS|2018-02-15 11:08:00||2018-02-15 11:08:00
1277|8|RUNNING|2018-02-16 11:06:00||2018-02-16 11:06:00
1278|44|SUCCESS|2018-02-16 11:08:00||2018-02-16 11:08:00
1279|8|RUNNING|2018-02-17 11:05:00||2018-02-17 11:05:00
1280|44|SUCCESS|2018-02-17 11:07:00||2018-02-17 11:07:00
1281|8|RUNNING|2018-02-18 11:04:00||2018-02-18 11:04:00
1282|44|SUCCESS|2018-02-18 11:06:00||2018-02-18 11:06:00
1283|8|RUNNING|2018-02-19 11:03:00||2018-02-19 11:03:00
1284|44|SUCCESS|2018-02-19 11:05:00||2018-02-19 11:05:00
1285|8|RUNNING|2018-02-20 11:05:00||2018-02-20 11:05:00
1286|44|SUCCESS|2018-02-20 11:07:00||2018-02-20 11:07:00
1287|8|RUNNING|2018-02-21 11:05:00||2018-02-21 11:05:00
1288|44|SUCCESS|2018-02-21 11:07:00||2018-02-21 11:08:00
1289|8|RUNNING|2018-02-22 11:06:00||2018-02-22 11:06:00
1290|44|SUCCESS|2018-02-22 11:07:00||2018-02-22 11:08:00
1291|8|RUNNING|2018-02-23 11:06:00||2018-02-23 11:06:00
1292|44|SUCCESS|2018-02-23 11:08:00||2018-02-23 11:08:00
1293|8|RUNNING|2018-02-24 11:05:00||2018-02-24 11:05:00
1294|44|SUCCESS|2018-02-24 11:07:00||2018-02-24 11:07:00
1295|8|RUNNING|2018-02-25 11:05:00||2018-02-25 11:05:00
1296|44|SUCCESS|2018-02-25 11:07:00||2018-02-25 11:07:00
1297|8|RUNNING|2018-02-26 11:05:00||2018-02-26 11:05:00
1298|44|SUCCESS|2018-02-26 11:07:00||2018-02-26 11:07:00
1299|8|RUNNING|2018-02-27 11:05:00||2018-02-27 11:05:00
1300|44|SUCCESS|2018-02-27 11:08:00||2018-02-27 11:08:00
1301|8|RUNNING|2018-02-28 11:06:00||2018-02-28 11:06:00
1302|44|SUCCESS|2018-02-28 11:08:00||2018-02-28 11:08:00
1303|8|RUNNING|2018-03-01 11:06:00||2018-03-01 11:06:00
1304|44|SUCCESS|2018-03-01 11:08:00||2018-03-01 11:08:00
1305|8|RUNNING|2018-03-02 11:06:00||2018-03-02 11:06:00
1306|44|SUCCESS|2018-03-02 11:09:00||2018-03-02 11:09:00
1307|8|RUNNING|2018-03-03 11:05:00||2018-03-03 11:05:00
1308|44|SUCCESS|2018-03-03 11:08:00||2018-03-03 11:08:00
2307|8|RUNNING|2018-03-04 11:05:00||2018-03-04 11:05:00
2308|44|SUCCESS|2018-03-04 11:07:00||2018-03-04 11:07:00
2309|8|RUNNING|2018-03-05 11:05:00||2018-03-05 11:05:00
2310|44|SUCCESS|2018-03-05 11:07:00||2018-03-05 11:07:00
2311|8|RUNNING|2018-03-06 11:05:00||2018-03-06 11:05:00
2312|44|SUCCESS|2018-03-06 11:08:00||2018-03-06 11:08:00
2313|8|RUNNING|2018-03-07 11:05:00||2018-03-07 11:05:00
2314|44|SUCCESS|2018-03-07 11:07:00||2018-03-07 11:07:00
2315|8|RUNNING|2018-03-08 11:05:00||2018-03-08 11:05:00
2316|44|SUCCESS|2018-03-08 11:07:00||2018-03-08 11:07:00
2317|8|RUNNING|2018-03-09 11:06:00||2018-03-09 11:06:00
2318|44|SUCCESS|2018-03-09 11:08:00||2018-03-09 11:08:00
2319|8|RUNNING|2018-03-10 11:05:00||2018-03-10 11:05:00
2320|44|SUCCESS|2018-03-10 11:07:00||2018-03-10 11:07:00
3319|8|RUNNING|2018-03-11 10:05:00||2018-03-11 10:05:00
3320|44|SUCCESS|2018-03-11 10:07:00||2018-03-11 10:07:00
3321|8|RUNNING|2018-03-12 10:05:00||2018-03-12 10:05:00
3322|44|SUCCESS|2018-03-12 10:08:00||2018-03-12 10:08:00
3323|8|RUNNING|2018-03-13 10:05:00||2018-03-13 10:05:00
3324|44|SUCCESS|2018-03-13 10:07:00||2018-03-13 10:07:00
3325|8|RUNNING|2018-03-14 10:06:00||2018-03-14 10:06:00
3326|44|SUCCESS|2018-03-14 10:08:00||2018-03-14 10:08:00
3327|8|RUNNING|2018-03-15 10:03:00||2018-03-15 10:03:00
3328|44|SUCCESS|2018-03-15 10:06:00||2018-03-15 10:06:00
3329|8|RUNNING|2018-03-16 10:05:00||2018-03-16 10:05:00
3330|44|SUCCESS|2018-03-16 10:08:00||2018-03-16 10:08:00
3331|8|RUNNING|2018-03-17 10:05:00||2018-03-17 10:05:00
3332|44|SUCCESS|2018-03-17 10:07:00||2018-03-17 10:07:00
3333|8|RUNNING|2018-03-18 10:49:00||2018-03-18 10:49:00
3334|44|SUCCESS|2018-03-18 12:31:00||2018-03-18 12:31:00
3335|8|RUNNING|2018-03-19 10:04:00||2018-03-19 10:04:00
3336|44|SUCCESS|2018-03-19 10:07:00||2018-03-19 10:07:00
3337|8|RUNNING|2018-03-20 10:08:00||2018-03-20 10:08:00
3338|44|SUCCESS|2018-03-20 10:13:00||2018-03-20 10:13:00
3339|8|RUNNING|2018-03-21 10:08:00||2018-03-21 10:08:00
3340|44|SUCCESS|2018-03-21 10:12:00||2018-03-21 10:13:00
3341|8|RUNNING|2018-03-22 10:05:00||2018-03-22 10:05:00
3342|44|SUCCESS|2018-03-22 10:08:00||2018-03-22 10:08:00
3343|8|RUNNING|2018-03-23 10:05:00||2018-03-23 10:05:00
3344|44|SUCCESS|2018-03-23 10:08:00||2018-03-23 10:08:00
3345|8|RUNNING|2018-03-24 10:04:00||2018-03-24 10:04:00
3346|44|SUCCESS|2018-03-24 10:07:00||2018-03-24 10:07:00
3347|8|RUNNING|2018-03-25 10:04:00||2018-03-25 10:04:00
3348|44|SUCCESS|2018-03-25 10:06:00||2018-03-25 10:06:00
3349|8|RUNNING|2018-03-26 10:05:00||2018-03-26 10:05:00
3350|44|SUCCESS|2018-03-26 10:07:00||2018-03-26 10:08:00
3351|8|RUNNING|2018-03-27 10:06:00||2018-03-27 10:06:00
3352|44|SUCCESS|2018-03-27 10:08:00||2018-03-27 10:08:00
3353|8|RUNNING|2018-03-28 10:05:00||2018-03-28 10:05:00
3354|44|SUCCESS|2018-03-28 10:08:00||2018-03-28 10:08:00
3355|8|RUNNING|2018-03-29 10:06:00||2018-03-29 10:06:00
3356|44|SUCCESS|2018-03-29 10:08:00||2018-03-29 10:08:00
3357|8|RUNNING|2018-03-30 10:06:00||2018-03-30 10:06:00
3358|44|SUCCESS|2018-03-30 10:08:00||2018-03-30 10:08:00
3359|8|RUNNING|2018-03-31 10:05:00||2018-03-31 10:05:00
3360|44|SUCCESS|2018-03-31 10:07:00||2018-03-31 10:07:00
3361|8|RUNNING|2018-04-01 10:05:00||2018-04-01 10:05:00
3362|44|SUCCESS|2018-04-01 10:07:00||2018-04-01 10:07:00
3363|8|RUNNING|2018-04-02 10:05:00||2018-04-02 10:05:00
3364|44|SUCCESS|2018-04-02 10:07:00||2018-04-02 10:07:00
3365|8|RUNNING|2018-04-03 10:06:00||2018-04-03 10:06:00
3366|44|SUCCESS|2018-04-03 10:08:00||2018-04-03 10:08:00
3367|8|RUNNING|2018-04-04 10:06:00||2018-04-04 10:06:00
3368|44|SUCCESS|2018-04-04 10:08:00||2018-04-04 10:08:00
3369|8|RUNNING|2018-04-05 10:07:00||2018-04-05 10:07:00
3370|44|SUCCESS|2018-04-05 10:11:00||2018-04-05 10:11:00
3371|8|RUNNING|2018-04-06 10:02:00||2018-04-06 10:02:00
3372|44|SUCCESS|2018-04-06 10:07:00||2018-04-06 10:07:00
3373|8|RUNNING|2018-04-07 10:06:00||2018-04-07 10:06:00
3374|44|SUCCESS|2018-04-07 10:11:00||2018-04-07 10:11:00
