SUBMIT|5||N
SUBMIT|6||N
SUBMIT|7||N
SUBMIT|8||N
SUBMIT|9||N
SUBMIT|10||N
SUBMIT|11||N
SUBMIT|12||N
SUBMIT|13||N
SUBMIT|14||N
SUBMIT|15||N
SUBMIT|16||N
SUBMIT|17||N
SUBMIT|18||N
SUBMIT|19||N
SUBMIT|20||N
SUBMIT|21||N
SUBMIT|22||N
SUBMIT|23||N
SUBMIT|24||N
SUBMIT|25||N
SUBMIT|26||N
SUBMIT|27||N
SUBMIT|28||N
SUBMIT|29||N
SUBMIT|30||N
SUBMIT|31||N
SUBMIT|32||N
SUBMIT|33||N
SUBMIT|34||N
SUBMIT|35||N
SUBMIT|36||N
SUBMIT|37||N
SUBMIT|38||N
SUBMIT|39||N
SUBMIT|40||N
SUBMIT|41||N
SUBMIT|42||N
SUBMIT|43||N
SUBMIT|44||N
SUBMIT|45||N
SUBMIT|46||N
SUBMIT|47||N
SUBMIT|48||N
SUBMIT|49||N
SUBMIT|50||N
SUBMIT|51||N
SUBMIT|52|2|Y
SUBMIT|53||N
SUBMIT|54||N
SUBMIT|55||N
SUBMIT|56||N
SUBMIT|57||N
SUBMIT|58||N
SUBMIT|59||N
SUBMIT|60||N
SUBMIT|61||N
SUBMIT|62||N
SUBMIT|63||N
SUBMIT|64||N
SUBMIT|65||N
SUBMIT|66||N
SUBMIT|67||N
SUBMIT|68||N
SUBMIT|69||N
SUBMIT|70||N
SUBMIT|71||N
SUBMIT|72||N
SUBMIT|73||N
SUBMIT|74||N
SUBMIT|75||N
SUBMIT|77||N
SUBMIT|78||N
SUBMIT|79||N
SUBMIT|80||N
SUBMIT|81||N
SUBMIT|82||N
SUBMIT|83|5|N
SUBMIT|84|7|N
SUBMIT|85|9|N
SUBMIT|86|10|N
SUBMIT|88||N
SUBMIT|89||N
SUBMIT|90||N
SUBMIT|92||N
SUBMIT|93|6|Y
SUBMIT|94||N
SUBMIT|95||N
SUBMIT|96||N
SUBMIT|97||N
SUBMIT|98||N
SUBMIT|99||N
SUBMIT|100||N
SUBMIT|101||N
SUBMIT|102||N
SUBMIT|103||N
TOAPRV|1|2|Y
TOAPRV|2||N
TOAPRV|3|6|N
TOAPRV|4|8|Y
TOAPRV|5|7|N
TOAPRV|6||N
TOAPRV|8||N
TOAPRV|9||N
TOAPRV|10||N
TOAPRV|11||N
TOAPRV|12||N
TOAPRV|13||N
TOAPRV|14||N
TOAPRV|15||N
TOAPRV|16||N
TOAPRV|17||N
TOAPRV|18||N
TOAPRV|19||N
TOAPRV|20||N
TOAPRV|21||N
TOAPRV|22||N
TOAPRV|23||N
TOAPRV|24||N
TOAPRV|25||N
TOAPRV|26||N
TOAPRV|27||N
TOAPRV|28||N
TOAPRV|29||N
TOAPRV|30||N
TOAPRV|31||N
TOAPRV|32||N
TOAPRV|33||N
TOAPRV|34||N
TOAPRV|35||N
TOAPRV|36||N
TOAPRV|38||N
TOAPRV|39||N
TOAPRV|41||N
TOAPRV|42||N
TOAPRV|43||N
TOAPRV|44||N
TOAPRV|45||N
TOAPRV|46||N
TOAPRV|47||N
TOAPRV|48||N
TOAPRV|49||N
TOAPRV|50||N
TOAPRV|51||N
TOAPRV|52|10|Y
TOAPRV|53||N
TOAPRV|54||N
TOAPRV|55||N
TOAPRV|56||N
TOAPRV|57||N
TOAPRV|58||N
TOAPRV|59||N
TOAPRV|60||N
TOAPRV|61||N
TOAPRV|62||N
TOAPRV|63||N
TOAPRV|64||N
TOAPRV|65||N
TOAPRV|66||N
TOAPRV|67||N
TOAPRV|68||N
TOAPRV|69||N
TOAPRV|70||N
TOAPRV|71||N
TOAPRV|72||N
TOAPRV|73||N
TOAPRV|74||N
TOAPRV|75||N
TOAPRV|77||N
TOAPRV|78||N
TOAPRV|79||N
TOAPRV|80||N
TOAPRV|81||N
TOAPRV|82||N
TOAPRV|83|4|N
TOAPRV|84||N
TOAPRV|85|3|N
TOAPRV|86||N
TOAPRV|87|1|Y
TOAPRV|88|9|N
TOAPRV|89||N
TOAPRV|90||N
TOAPRV|93|5|Y
TOAPRV|94||N
TOAPRV|95||N
TOAPRV|96||N
TOAPRV|97||N
TOAPRV|98||N
TOAPRV|99||N
TOAPRV|100||N
TOAPRV|101||N
TOAPRV|102||N
TOAPRV|103||N
UNASGN|1|1|Y
UNASGN|2|3|N
UNASGN|3|4|N
UNASGN|4|5|Y
UNASGN|6|8|N
UNASGN|8||N
UNASGN|9||N
UNASGN|10||N
UNASGN|11||N
UNASGN|12||N
UNASGN|13||N
UNASGN|14||N
UNASGN|15||N
UNASGN|16||N
UNASGN|17||N
UNASGN|18||N
UNASGN|19||N
UNASGN|20||N
UNASGN|21||N
UNASGN|22||N
UNASGN|23||N
UNASGN|24||N
UNASGN|25||N
UNASGN|26||N
UNASGN|27||N
UNASGN|28||N
UNASGN|29||N
UNASGN|30||N
UNASGN|31||N
UNASGN|32||N
UNASGN|33||N
UNASGN|34||N
UNASGN|35||N
UNASGN|36||N
UNASGN|38||N
UNASGN|39||N
UNASGN|41||N
UNASGN|42||N
UNASGN|43||N
UNASGN|44||N
UNASGN|45||N
UNASGN|46||N
UNASGN|47||N
UNASGN|48||N
UNASGN|49||N
UNASGN|50||N
UNASGN|51||N
UNASGN|52|2|Y
UNASGN|53||N
UNASGN|54||N
UNASGN|55||N
UNASGN|56||N
UNASGN|57||N
UNASGN|58||N
UNASGN|59||N
UNASGN|60||N
UNASGN|61||N
UNASGN|62||N
UNASGN|63||N
UNASGN|64||N
UNASGN|65||N
UNASGN|66||N
UNASGN|67||N
UNASGN|68||N
UNASGN|69||N
UNASGN|70||N
UNASGN|71||N
UNASGN|72||N
UNASGN|73||N
UNASGN|74||N
UNASGN|75||N
UNASGN|77||N
UNASGN|78||N
UNASGN|79||N
UNASGN|80||N
UNASGN|81||N
UNASGN|82||N
UNASGN|85|6|N
UNASGN|86||N
UNASGN|88||N
UNASGN|89||N
UNASGN|90|7|Y
UNASGN|94||N
UNASGN|95||N
UNASGN|96||N
UNASGN|97||N
UNASGN|98||N
UNASGN|99||N
UNASGN|100||N
UNASGN|101||N
UNASGN|102||N
UNASGN|103||N
UNSBMT|1|1|Y
UNSBMT|2|3|Y
UNSBMT|3|4|N
UNSBMT|4|8|Y
UNSBMT|6||N
UNSBMT|7||N
UNSBMT|8||N
UNSBMT|9||N
UNSBMT|10||N
UNSBMT|11||N
UNSBMT|12||N
UNSBMT|13||N
UNSBMT|14||N
UNSBMT|15||N
UNSBMT|16||N
UNSBMT|17||N
UNSBMT|18||N
UNSBMT|19||N
UNSBMT|20||N
UNSBMT|21||N
UNSBMT|22||N
UNSBMT|23||N
UNSBMT|24||N
UNSBMT|25||N
UNSBMT|26||N
UNSBMT|27||N
UNSBMT|28||N
UNSBMT|29||N
UNSBMT|30||N
UNSBMT|31||N
UNSBMT|32||N
UNSBMT|33||N
UNSBMT|34||N
UNSBMT|35||N
UNSBMT|36||N
UNSBMT|38||N
UNSBMT|39||N
UNSBMT|40||N
UNSBMT|41||N
UNSBMT|42||N
UNSBMT|43||N
UNSBMT|44||N
UNSBMT|45||N
UNSBMT|46||N
UNSBMT|47||N
UNSBMT|48||N
UNSBMT|49||N
UNSBMT|50||N
UNSBMT|51||N
UNSBMT|52|2|Y
UNSBMT|53||N
UNSBMT|54||N
UNSBMT|55||N
UNSBMT|56||N
UNSBMT|57||N
UNSBMT|58||N
UNSBMT|59||N
UNSBMT|60||N
UNSBMT|61||N
UNSBMT|62||N
UNSBMT|63||N
UNSBMT|64||N
UNSBMT|65||N
UNSBMT|66||N
UNSBMT|67||N
UNSBMT|68||N
UNSBMT|69||N
UNSBMT|70||N
UNSBMT|71||N
UNSBMT|72||N
UNSBMT|73||N
UNSBMT|74||N
UNSBMT|75||N
UNSBMT|77||N
UNSBMT|78||N
UNSBMT|79||N
UNSBMT|80||N
UNSBMT|81||N
UNSBMT|82||N
UNSBMT|83|5|N
UNSBMT|84|7|N
UNSBMT|85|9|N
UNSBMT|86|10|N
UNSBMT|88||N
UNSBMT|89||N
UNSBMT|90||N
UNSBMT|92||N
UNSBMT|93|6|Y
UNSBMT|94||N
UNSBMT|95||N
UNSBMT|96||N
UNSBMT|97||N
UNSBMT|98||N
UNSBMT|99||N
UNSBMT|100||N
UNSBMT|101||N
UNSBMT|102||N
UNSBMT|103||N
