1047|en|Y|zNot Used-US Expense Policy||2016-06-28 08:38:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1048|en|Y|zNot Used-Canada Expense Policy||2016-06-28 08:37:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1049|en|Y|zNot Used-Mexico Expense Policy||2016-06-28 08:38:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1050|en|Y|zNot Used-APA Expense Policy||2016-06-28 08:37:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1051|en|Y|APA Expense Policy||2013-06-19 08:51:00|||
1052|en|Y|zNot Used-Australia Expense Policy||2016-06-28 08:37:00||1. This Affidavit is required for every receipt with a value less than $82.50 and only when the original receipt has been lost. ;2. This Affidavit may not be used for expenses over $82.50 which must have a Tax Invoice. ;3. This Affidavit will form part of your expense claim for your approver's signature. ;4. This Affidavit must be approved prior to forwarding the claim to Accounts Payable.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1053|en|Y|* FENDI Shanghai Expense Policy (Office)||2017-08-21 11:57:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1054|en|Y|*FENDI Shanghai Expense Policy||2017-07-28 02:22:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1055|en|Y|*FENDI Shanghai Expense Policy||2017-07-28 02:48:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1056|en|Y|* FENDI Shanghai Expense Policy (Store)||2017-08-21 11:57:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1057|en|Y|* FENDI Shanghai Expense Policy (Office) - test new budget||2019-02-19 06:16:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
1058|en|Y|* FENDI Shanghai Expense Policy (Store) - test new budget||2019-02-19 06:18:00||A receipt is required for this expense.  If you are missing your receipt please use this missing receipt affidavit.|Acceptance:  I certify that I lost my receipt and this is a valid business expense.
