TRAININ|2002||2016-05-14 00:19:00|Y|N|N|N|N|Y||N
TRAININ|2003||2016-06-28 00:37:00|Y|N|N|N|N|Y||N
TRAININ|2004||2016-06-28 00:52:00|Y|N|N|N|N|Y||N
TRAININ|2005||2016-06-28 01:09:00|Y|N|N|N|N|Y||N
UNDEFIN|1||2005-06-21 15:52:00|Y|N|N|N|N|Y||N
UNDEFIN|2000||2015-08-28 17:49:00|Y|N|N|N|N|Y||N
UNDEFIN|2001||2016-05-14 00:05:00|Y|N|N|N|N|Y||N
UNDEFIN|2002||2016-05-14 00:19:00|Y|N|N|N|N|Y||N
UNDEFIN|2003||2016-06-28 00:37:00|Y|N|N|N|N|Y||N
UNDEFIN|2004||2016-06-28 00:52:00|Y|N|N|N|N|Y||N
UNDEFIN|2005||2016-06-28 01:09:00|Y|N|N|N|N|Y||N
UTILITY|1||2005-06-21 15:52:00|Y|N|N|N|N|Y||N
UTILITY|2000||2015-08-28 17:49:00|Y|N|N|N|N|Y||N
UTILITY|2001||2016-05-14 00:05:00|Y|N|N|N|N|Y||N
UTILITY|2002||2016-05-14 00:19:00|Y|N|N|N|N|Y||N
UTILITY|2003||2016-06-28 00:37:00|Y|N|N|N|N|Y||N
UTILITY|2004||2016-06-28 00:52:00|Y|N|N|N|N|Y||N
UTILITY|2005||2016-06-28 01:09:00|Y|N|N|N|N|Y||N
