AIRTX|en|Y|zAirfare Ticket Tax|||2010-10-28 15:59:00
AWRDS|en|Y|Gifts - Clients|||2011-11-07 13:51:00
BANKF|en|Y|Bank Fees|||2010-10-28 15:59:00
BRKFT|en|Y|Breakfast|If there is only one meal expense type needed, rename Dinner before using Lunch.||2010-10-28 15:59:00
BUSML|en|Y|Entertainment - Clients|||2017-08-03 09:38:00
BUSPR|en|Y|zNot Used-Misc. Promotional Expense|||2015-04-27 14:03:00
BUSXX|en|Y|zNot Used-Bus|||2015-04-27 14:00:00
CAREX|en|Y|zNot Used-Company Car Expense|Attached to Company Car Mileage coding.||2015-04-27 14:01:00
CARMA|en|Y|zNot Used-Car Maintenance|||2015-04-27 14:01:00
CARMI|en|Y|Company Car Mileage|||2010-10-28 15:59:00
CAROL|en|Y|zNot Used-Company Car Oil|||2015-04-27 14:01:00
CARRT|en|Y|Car Rental|Eligible for Prepop. Eligible for VAT. Predefined vendor list.||2010-10-28 15:59:00
CARWA|en|Y|zNot Used-Company Car Wash|Eligible for Prepop.||2015-04-27 14:01:00
CELPH|en|Y|*Mobile/Cellular Phone (нннн)|||2017-09-25 06:58:00
COMMU|en|Y|06. Communications|||2010-10-28 15:59:00
CSHAD|en|Y|10. Cash Advance|Parent expense type for cash advance related expense types.||2010-10-29 16:46:00
CSHRN|en|Y|zNot Used Cash Advance Return|Required for returning unused cash advances.||2017-08-21 14:07:00
CURGL|en|Y|Currency Gain/Loss|Required for entering a currency conversion gain or loss.||2010-10-28 15:59:00
DINNR|en|Y|Dinner|Eligible for Prepop. All charges with the SIC code for restaurants will map to this expense type.  If only one expense type for meals is needed, use the Dinner type.||2010-11-05 12:08:00
DUESX|en|Y|Professional Subscriptions/Dues|||2013-05-08 14:48:00
DUPLC|en|Y|zNot Used-Duplicating|Eligible for Prepop.||2015-04-27 14:02:00
ENTOT|en|Y|zEntertainment-Other|Eligible for VAT.||2010-10-28 15:59:00
ENTRT|en|Y|04. Entertainment|Eligible for VAT.||2010-10-28 15:59:00
FXINC|en|Y|Daily Allowance (Incidentals)|Cannot delete. This expense type is used when generating fixed travel allowance expense entries.||2017-04-13 23:41:00
FXLDG|en|Y|Daily Allowance (Lodging)|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2014-05-02 15:05:00
FXMLG|en|Y|Daily Allowance (gross)|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2014-05-02 15:05:00
FXMLS|en|Y|Daily Allowance|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2014-05-02 15:05:00
GASXX|en|Y|Fuel|Eligible for Prepop. Eligible for VAT. Predefined vendor list.||2010-10-28 15:59:00
GIFTS|en|Y|Gifts - Staff|Eligible for Prepop.||2012-05-22 14:47:00
INCTS|en|Y|Incidentals|||2010-10-28 15:59:00
JTRAN|en|Y|Japan Public Transportation|||2012-01-21 02:43:00
LIMOS|en|Y|zNot Used-Limousine|||2015-04-27 14:02:00
LNDRY|en|Y|*Laundry (нн)|Eligible for Prepop.||2017-09-25 06:54:00
LOCPH|en|Y|Telephone/Fax|||2011-08-04 13:06:00
LODGE|en|Y|01. Travel Expenses|||2010-10-28 15:59:00
LODNG|en|Y|Hotel|Eligible for Prepop. HotelXpert attached. Automatically itemized. Use Expense type LODTX for Room Tax. Eligible for VAT. Predefined vendor list.||2010-10-28 15:59:00
LODTX|en|Y|*Domestic Hotel(нннн)|Do not use for any expense other than room tax. Product associates this ID to Lodging.||2017-09-25 06:52:00
LONGD|en|Y|zNot Used-Long Distance|||2015-04-27 14:02:00
LUNCH|en|Y|Lunch|Eligible for VAT. If there is only one meal expense type needed, rename Dinner before using Lunch.||2010-10-28 15:59:00
MEALS|en|Y|03. Meals|||2010-10-28 15:59:00
MILEG|en|Y|Personal Car Mileage|||2010-10-28 15:59:00
MISCL|en|Y|*Miscellaneous (нн)|||2017-09-25 07:04:00
MTNGS|en|Y|zMeetings|||2010-10-28 15:59:00
MTRLS|en|Y|zNot Used-Materials|||2015-04-27 14:03:00
OFCSP|en|Y|Office Equipment/Hardware|Eligible for Prepop.||2010-10-28 15:59:00
ONLIN|en|Y|Internet/Online Fees|||2012-05-22 15:37:00
OTHER|en|Y|08. Other|Rename type with a similar expense. Product will automatically select this type for itemization amounts that exceed the amount of the parent entry. Sub Expense Type available in Field Definitions.||2010-10-28 15:59:00
OVRNT|en|Y|Overnight|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2010-10-28 15:59:00
PAGER|en|Y|zNot Used-Pager|||2015-04-27 14:03:00
PARKG|en|Y|Parking|Eligible for Prepop.||2010-10-28 15:59:00
PCARX|en|Y|zPersonal Car Expense|||2010-10-28 15:59:00
POSTG|en|Y|Postage|Eligible for Prepop. Predefined vendor list.||2010-10-28 15:59:00
PROMO|en|Y|zNot Used-Business Promotions|||2015-04-27 14:00:00
PVMLS|en|Y|Provided Meals|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2010-10-28 15:59:00
SEMNR|en|Y|Seminar/Course fees|Eligible for VAT.||2010-10-28 15:59:00
SUBSC|en|Y|zNot Used-Subscriptions|Eligible for Prepop.||2015-04-27 14:04:00
SUBWY|en|Y|zNot Used-Subway|||2015-04-27 14:04:00
TAGFE|en|Y|zBooking Fees|||2010-10-28 15:59:00
TAXIX|en|Y|Taxi|Eligible for Prepop.||2010-10-28 15:59:00
TOLLS|en|Y|Tolls/Road Charges|Eligible for Prepop.||2011-10-27 12:05:00
TRAIN|en|Y|Public Transport (In City)|Eligible for Prepop. Origin/Destination functionality. Eligible for VAT.||2017-07-28 05:17:00
TRANS|en|Y|02. Transportation|||2010-10-28 15:59:00
TRDSH|en|Y|Marketing/Promotional Costs|||2011-11-07 14:59:00
TXMLS|en|Y|Taxable Meals|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||2010-10-28 15:59:00
UNDEF|en|Y|Undefined|Can not delete. This expense type is used when no mapping can be established between a credit card transaction (SIC Code) and an expense type.||2010-10-28 15:59:00
