NU|N|570|KM||2011-09-24 01:36:00|8|NIU|N
NZ|N|554|KM||2011-09-24 01:36:00|8|NZL|N
OM|N|512|KM||2011-09-24 01:36:00|6|OMN|N
PA|N|591|KM||2011-09-24 01:36:00|9|PAN|N
PE|N|604|KM||2011-09-24 01:36:00|3|PER|N
PF|N|258|KM||2011-09-24 01:36:00|8|PYF|N
PG|N|598|KM||2011-09-24 01:36:00|8|PNG|N
PH|N|608|KM||2011-09-24 01:36:00|4|PHL|N
PK|N|586|KM||2011-09-24 01:36:00|4|PAK|N
PL|N|616|KM||2011-09-24 01:36:00|2|POL|N
PM|N|666|KM||2011-09-24 01:36:00|1|SPM|N
PN|N|612|KM||2011-09-24 01:36:00|8|PCN|N
PR|N|630|MILE||2011-09-24 01:36:00|7|PRI|N
PS|N|275|KM||2011-09-24 01:36:00|6|PSE|N
PT|N|620|KM||2011-09-24 01:36:00|2|PRT|N
PW|N|585|KM||2011-09-24 01:36:00|8|PLW|N
PY|N|600|KM||2011-09-24 01:36:00|3|PRY|N
QA|N|634|KM||2011-09-24 01:36:00|6|QAT|N
RE|N|638|KM||2011-09-24 01:36:00|5|REU|N
RO|N|642|KM||2011-09-24 01:36:00|2|ROU|N
RS|N|688|KM||2011-09-24 01:36:00|2|SRB|N
RU|N|643|KM||2011-09-24 01:36:00|2|RUS|N
RW|N|646|KM||2011-09-24 01:36:00|5|RWA|N
SA|N|682|KM||2011-09-24 01:36:00|6|SAU|N
SB|N|090|KM||2011-09-24 01:36:00|8|SLB|N
SC|N|690|KM||2011-09-24 01:36:00|5|SYC|N
SD|N|729|KM||2011-09-24 01:36:00|5|SDN|N
SE|N|752|KM||2011-09-24 01:36:00|2|SWE|N
SG|N|702|KM||2011-09-24 01:36:00|4|SGP|N
SH|N|654|KM||2011-09-24 01:36:00|5|SHN|N
SI|N|705|KM||2011-09-24 01:36:00|2|SVN|N
SJ|N|744|KM||2011-09-24 01:36:00|2|SJM|N
SK|N|703|KM||2011-09-24 01:36:00|2|SVK|N
SL|N|694|KM||2011-09-24 01:36:00|5|SLE|N
SM|N|674|KM||2011-09-24 01:36:00|2|SMR|N
SN|N|686|KM||2011-09-24 01:36:00|5|SEN|N
SO|N|706|KM||2011-09-24 01:36:00|5|SOM|N
SR|N|740|KM||2011-09-24 01:36:00|3|SUR|N
SS|N|728|KM||2011-09-24 01:36:00|5|SSD|N
ST|N|678|KM||2011-09-24 01:36:00|5|STP|N
SV|N|222|KM||2011-09-24 01:36:00|9|SLV|N
SX|N|534|KM||2011-09-24 01:36:00|7|SXM|N
SY|N|760|KM||2011-09-24 01:36:00|6|SYR|N
SZ|N|748|KM||2011-09-24 01:36:00|5|SWZ|N
TC|N|796|KM||2011-09-24 01:36:00|7|TCA|N
TD|N|148|KM||2011-09-24 01:36:00|5|TCD|N
TF|N|260|KM||2011-09-24 01:36:00|10|ATF|N
TG|N|768|KM||2011-09-24 01:36:00|5|TGO|N
TH|N|764|KM||2011-09-24 01:36:00|4|THA|N
TJ|N|762|KM||2011-09-24 01:36:00|4|TJK|N
TK|N|772|KM||2011-09-24 01:36:00|8|TKL|N
TL|N|626|KM||2011-09-24 01:36:00|4|TLS|N
TM|N|795|KM||2011-09-24 01:36:00|4|TKM|N
TN|N|788|KM||2011-09-24 01:36:00|5|TUN|N
TO|N|776|KM||2011-09-24 01:36:00|8|TON|N
TP|Y|626|KM||2011-09-24 01:36:00|4|TMP|N
TR|N|792|KM||2011-09-24 01:36:00|6|TUR|N
TT|N|780|KM||2011-09-24 01:36:00|7|TTO|N
TV|N|798|KM||2011-09-24 01:36:00|8|TUV|N
TW|N|158|KM||2011-09-24 01:36:00|4|TWN|N
TZ|N|834|KM||2011-09-24 01:36:00|5|TZA|N
UA|N|804|KM||2011-09-24 01:36:00|2|UKR|N
UG|N|800|KM||2011-09-24 01:36:00|5|UGA|N
UM|N|581|MILE||2011-09-24 01:36:00|8|UMI|N
US|N|840|MILE||2011-09-24 01:36:00|1|USA|N
UY|N|858|KM||2011-09-24 01:36:00|3|URY|N
UZ|N|860|KM||2011-09-24 01:36:00|4|UZB|N
VA|N|336|KM||2011-09-24 01:36:00|2|VAT|N
VC|N|670|KM||2011-09-24 01:36:00|7|VCT|N
VE|N|862|KM||2011-09-24 01:36:00|3|VEN|N
VG|N|092|KM||2011-09-24 01:36:00|7|VGB|N
VI|N|850|MILE||2011-09-24 01:36:00|7|VIR|N
VN|N|704|KM||2011-09-24 01:36:00|4|VNM|N
VU|N|548|KM||2011-09-24 01:36:00|8|VUT|N
WF|N|876|KM||2011-09-24 01:36:00|8|WLF|N
WS|N|882|KM||2011-09-24 01:36:00|8|WSM|N
XX|Y|999|KM||2020-04-28 21:50:00||XXX|N
YE|N|887|KM||2011-09-24 01:36:00|6|YEM|N
YT|N|175|KM||2011-09-24 01:36:00|5|MYT|N
YU|Y|891|KM||2011-09-24 01:36:00|2|YUG|N
ZA|N|710|KM||2011-09-24 01:36:00|5|ZAF|N
ZM|N|894|KM||2011-09-24 01:36:00|5|ZMB|N
ZW|N|716|KM||2011-09-24 01:36:00|5|ZWE|N
