AUSTRIA|use_24hour_day_international|en|Y|Use 24 hour day (international)|Use 24 hour day for determining international allowance amounts||2007-11-29 20:59:00
AUSTRIA|use_d_x_monthly_method|en|Y|Use the alternate Domestic Extended calculation (Y/N)|Calculate the domestic extended stay allowance based on the number of domestic days in a given month ||2007-11-29 20:59:00
AUSTRIA|use_tax_legislation_rule_for_mixed_trips|en|Y|Use Tax Legislation Rule for Mixed Trips|Use 12ths based calculation for mixed trips||2017-10-27 21:40:00
BELGIUM|intl_high_hours|en|Y|International High Hours (integer between 0 and 23)|Minimum Hours for a partial day at an international location to qualify for 1/2 of a full allowance.||2014-01-18 04:18:00
BELGIUM|intl_high_meals_factor|en|Y|International High Hours Rate (percent)|Percentage factor applied to the high meals rate for international locations specified.||2014-01-18 04:18:00
BELGIUM|low_hours|en|Y|Minimum Hours of the Trip|Minimum Hours of the Trip||2006-08-18 04:33:00
BELGIUM|mid_hours|en|Y|Middle Hours of the Trip|Middle Hours of the Trip||2006-08-18 04:33:00
CZECH|foreign_band_four_minute|en|Y|Fourth Time Band Minutes (integer between 0 and 1440)|Upper bound of the time band.||2012-04-21 03:28:00
CZECH|foreign_band_four_rate|en|Y|Fourth Time Band Rate (percent)|Percentage factor applied to meals allowance for a partial day at an international location.||2007-10-09 18:23:00
CZECH|foreign_band_one_minute|en|Y|First Foreign Time Band Minutes (integer between 0 and 1440)|Upper bound of the time band.||2012-04-21 03:28:00
CZECH|foreign_band_one_rate|en|Y|First Foreign Time Band Rate (percent)|Percentage factor applied to meals allowance for a partial day at an international location.||2007-10-09 18:23:00
CZECH|foreign_band_three_minute|en|Y|Third Time Band Minutes (integer between 0 and 1440)|Upper bound of the time band.||2012-04-21 03:28:00
CZECH|foreign_band_three_rate|en|Y|Third Time Band Rate (percent)|Percentage factor applied to meals allowance for a partial day at an international location.||2007-10-09 18:23:00
CZECH|foreign_band_two_minute|en|Y|Second Foreign Time Band Minutes (integer between 0 and 1440)|Upper bound of the time band.||2012-04-21 03:28:00
CZECH|foreign_band_two_rate|en|Y|Second Time Band Rate (percent)|Percentage factor applied to meals allowance for a partial day at an international location.||2007-10-09 18:23:00
CZECH|intl_first_day_min_hours|en|Y|International First Day Minimum Hours (integer between 0 and 23)|Minimum hours for the first day of travel in an international location for the day to qualify for full travel allowance.||2005-06-21 15:51:00
CZECH|intl_last_day_min_hours|en|Y|International Last Day Minimum Hours (integer between 0 and 23)|Minimum hours for the last day of travel in an international location for the day to qualify for full travel allowance.||2005-06-21 15:51:00
CZECH|maximum_foreign_hours_for_prorating|en|Y|Maximum foreign hours allowed to receive domestic allowance|Maximum foreign hours allowed to receive domestic allowance.||2007-02-02 05:02:00
CZECH|meal_deduction_d_band_four_minute|en|Y|Fourth Domestic Meal Deduction Minutes (integer between 0 and 1440)|Upper bound of the Domestic Meal Deduction rates||2012-04-21 03:28:00
CZECH|meal_deduction_d_band_four_rate|en|Y|Fourth Domestic Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an domestic location.||2007-10-09 18:23:00
CZECH|meal_deduction_d_band_one_minute|en|Y|First Domestic Meal Deduction Minutes (integer between 0 and 1440)|Upper bound of the Domestic Meal Deduction rates; Must be less than or equal to meal_deduction_d_band_two_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_d_band_one_rate|en|Y|First Domestic Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an domestic location.||2007-10-09 18:23:00
CZECH|meal_deduction_d_band_three_minute|en|Y|Third Domestic Meal Deduction Minutes (integer between 0 and 1440)|Upper bound of the Domestic Meal Deduction rates; Must be less than or equal to meal_deduction_d_band_four_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_d_band_three_rate|en|Y|Third Domestic Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an domestic location.||2007-10-09 18:23:00
CZECH|meal_deduction_d_band_two_minute|en|Y|Second Domestic Meal Deduction Minutes (integer between 0 and 1440)|Upper bound of the Domestic Meal Deduction rates; Must be less than or equal to meal_deduction_d_band_three_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_d_band_two_rate|en|Y|Second Domestic Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an domestic location.||2007-10-09 18:23:00
CZECH|meal_deduction_f_band_four_minute|en|Y|Fourth Foreign Meal Deduction Time Band Minutes (integer between 0 and 1440)|Upper bound of the International Meal Deduction rates||2012-04-21 03:28:00
CZECH|meal_deduction_f_band_four_rate|en|Y|Fourth Foreign Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an international location.||2007-10-09 18:23:00
CZECH|meal_deduction_f_band_one_minute|en|Y|First Foreign Meal Deduction Time Band Minutes (integer between 0 and 1440)|Upper bound of the International Meal Deduction rates; Must be less than or equal to meal_deduction_f_band_two_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_f_band_one_rate|en|Y|First Foreign Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an international location.||2007-10-09 18:23:00
CZECH|meal_deduction_f_band_three_minute|en|Y|Third Foreign Meal Deduction Time Band Minutes (integer between 0 and 1440)|Upper bound of the International Meal Deduction rates; Must be less than or equal to meal_deduction_f_band_four_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_f_band_three_rate|en|Y|Third Foreign Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an international location.||2007-10-09 18:23:00
CZECH|meal_deduction_f_band_two_minute|en|Y|Second Foreign Meal Deduction Time Band Minutes (integer between 0 and 1440)|Upper bound of the International Meal Deduction rates; Must be less than or equal to meal_deduction_f_band_three_minute.||2012-04-21 03:28:00
CZECH|meal_deduction_f_band_two_rate|en|Y|Second Foreign Meal Deduction Rate (percent)|Percentage factor applied to meal deductions for a partial day at an international location.||2007-10-09 18:23:00
CZECH|pocket_money_rate|en|Y|Pocket Money Rate (percent)|Percentage factor applied to meals allowance for pocket money.||2007-02-02 05:02:00
CZECH|use_govt_meal_deduction_for_both_config|en|Y|Calculate GOVT Meals Deduction For BOTH CONFIG|To Calculate GOVT meals deduction separately for partial days for rate files with BOTH config||2018-03-18 00:11:00
DANISH|allow_negative_allowance|en|Y|Provided Meals Adjustment (Y/N)|If the system is configured to prevent negative allowances, then the resulting meals allowance is checked.  If the provided meals calculations (above) brings the rate amount below zero, the system resets the rate to zero.||2013-02-23 03:55:00
DANISH|create_incidentals|en|Y|Create Incidentals|Create Incidentals when Meals are Reimbursable (Y/N)||2008-07-14 20:54:00
DANISH|incidentals_exp_key|en|Y|Incidentals ExpKey|Expense type ExpKey to be used when creating Incidentals||2008-07-14 20:54:00
DANISH|incidentals_factor|en|Y|Incidentals Factor (percent)|Percentage factor applied to meals allowance to provide a fixed incidentals allowance when using reimbursable meals.||2005-06-21 15:51:00
DANISH|pay_partial_day_allowance|en|Y|Pay Partial Day Allowance|Pay Partial Day Allowance (Y/N)||2008-07-14 20:54:00
DANISH|pay_single_day_trip_allowance|en|Y|Pay Single Day Trip Allowance (Y/N)|Pay the authorized single day trip allowance.||2005-06-21 15:51:00
DANISH|use_24hour_day|en|Y|Use 24 hour day|Use 24 hour day for determining the allowance amounts||2007-05-11 01:24:00
FINNISH|domestic_provided_meals_factor|en|Y|Domestic Provided Meals Factor (percent)|Percentage factor applied to meals allowance for domestic provided meals.||2005-06-21 15:51:00
FINNISH|international_provided_meals_factor|en|Y|International Provided Meals Factor (percent)|Percentage factor applied to meals allowance for international provided meals.||2005-06-21 15:51:00
FINNISH|trip_duration_hours|en|Y|Trip Duration Hours (integer between 0 and 23)|Minimum hours in a single day trip for the trip to qualify for a full travel allowance; Must be greater than trip_duration_min_hours.||2005-06-21 15:51:00
FINNISH|trip_duration_min_hours|en|Y|Trip Duration Minimum Hours (integer between 0 and 23)|Minimum hours in a single day trip for the trip to qualify for a partial travel allowance; Must be less than trip_duration_hours.||2005-06-21 15:51:00
FINNISH|use_end_of_24hour_day_scenarios|en|Y|Use End Of 24 Hour Day Scenarios|Use logic based on end of 24 hour day||2018-01-14 01:18:00
GENERIC|extended_trip_company_factor|en|Y|Extended Trip Factor (percent)|Percentage factor applied to meals and lodging allowance for days in an extended trip.||2008-03-14 17:20:00
GENERIC|extended_trip_days|en|Y|Extended Trip Days (integer)|The number of days over which the extended trip rules apply.||2008-03-14 17:20:00
GENERIC|extended_trip_govt_factor|en|Y|Extended Trip Factor (percent)|Percentage factor applied to meals and lodging allowance for days in an extended trip.||2008-03-14 17:20:00
GENERIC|use_24hour_day|en|Y|Use 24 hour day|Use 24 hour day for determining the allowance amounts||2009-01-16 21:35:00
GENERIC-TOD|extended_trip_company_factor_1|en|Y|Extended Trip Comp Factor 1 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 1.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_company_factor_2|en|Y|Extended Trip Comp Factor 2 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 2.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_company_factor_lodging_1|en|Y|Extended Trip Lodging Comp Factor 1 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 1.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_company_factor_lodging_2|en|Y|Extended Trip Lodging Comp Factor 2 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 2.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_count_reset_on_loc_change|en|Y|Extended trip day count reset on location change (Y/N)|Extended trip day count reset on location change||2010-07-17 07:03:00
GENERIC-TOD|extended_trip_days_1|en|Y|Extended Trip Days 1 [integer]|The number of days over which the extended trip rules 1 apply.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_days_2|en|Y|Extended Trip Days 2 [integer]|The number of days over which the extended trip rules 2 apply.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_govt_factor_1|en|Y|Extended Trip Govt Factor 1 [percent]|Percentage factor applied to meals allowance for days in an extended trip 1.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_govt_factor_2|en|Y|Extended Trip Govt Factor 2 [percent]|Percentage factor applied to meals allowance for days in an extended trip 2.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_govt_factor_lodging_1|en|Y|Extended Trip Lodging Govt Factor 1 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 1.||2008-11-14 21:04:00
GENERIC-TOD|extended_trip_govt_factor_lodging_2|en|Y|Extended Trip Lodging Govt Factor 2 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D|en|Y|Departure Day Govt Factor [percent]|Government percentage factor applied to meals allowance for departure before time 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D1|en|Y|Departure Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for departure between time 1 and time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D1_company|en|Y|Departure Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for departure between time 1 and time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D2|en|Y|Departure Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for departure after time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D2_company|en|Y|Departure Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for departure after time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_D_company|en|Y|Departure Day Company Factor [percent]|Company percentage factor applied to meals allowance for departure before time 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R|en|Y|Return Day Govt Factor [percent]|Government percentage factor applied to meals allowance for return before time 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R1|en|Y|Return Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for return between time 1 and time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R1_company|en|Y|Return Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for return between time 1 and time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R2|en|Y|Return Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for return after time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R2_company|en|Y|Return Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for return after time 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_R_company|en|Y|Return Day Company Factor [percent]|Company percentage factor applied to meals allowance for return before time 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S|en|Y|Single Day Govt Factor [percent]|Government percentage factor applied to meals allowance for single day.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S1|en|Y|Single Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for single day 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S1_company|en|Y|Single Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for single day 1.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S2|en|Y|Single Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for single day 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S2_company|en|Y|Single Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for single day 2.||2008-11-14 21:04:00
GENERIC-TOD|meals_allowance_factor_S_company|en|Y|Single Day Company Factor [percent]|Company percentage factor applied to meals allowance for single day.||2008-11-14 21:04:00
GENERIC-TOD|partial_day_time_1|en|Y|Partial Day Time 1 [hhmm]|Earlier time of departure/arrival for partial day calculations.||2008-11-14 21:04:00
GENERIC-TOD|partial_day_time_2|en|Y|Partial Day Time 2 [hhmm]|Later time of departure/arrival for partial day calculations.||2008-11-14 21:04:00
GENERIC-TOD|pay_single_day_trip_allowance|en|Y|Pay Single Day Trip Allowance [Y/N]|Pay the authorized single day trip allowance.||2008-11-14 21:04:00
GENERIC-TOD2|extended_trip_company_factor_1|en|Y|Extended Trip Comp Factor 1 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_company_factor_2|en|Y|Extended Trip Comp Factor 2 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_company_factor_lodging_1|en|Y|Extended Trip Lodging Comp Factor 1 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_company_factor_lodging_2|en|Y|Extended Trip Lodging Comp Factor 2 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_count_reset_on_loc_change|en|Y|Extended trip day count reset on location change (Y/N)|Extended trip day count reset on location change||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_days_1|en|Y|Extended Trip Days 1 [integer]|The number of days over which the extended trip rules 1 apply.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_days_2|en|Y|Extended Trip Days 2 [integer]|The number of days over which the extended trip rules 2 apply.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_govt_factor_1|en|Y|Extended Trip Govt Factor 1 [percent]|Percentage factor applied to meals allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_govt_factor_2|en|Y|Extended Trip Govt Factor 2 [percent]|Percentage factor applied to meals allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_govt_factor_lodging_1|en|Y|Extended Trip Lodging Govt Factor 1 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD2|extended_trip_govt_factor_lodging_2|en|Y|Extended Trip Lodging Govt Factor 2 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D|en|Y|Departure Day Govt Factor [percent]|Government percentage factor applied to meals allowance for departure before time 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D1|en|Y|Departure Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for departure between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D1_company|en|Y|Departure Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for departure between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D2|en|Y|Departure Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for departure after time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D2_company|en|Y|Departure Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for departure after time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_D_company|en|Y|Departure Day Company Factor [percent]|Company percentage factor applied to meals allowance for departure before time 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R|en|Y|Return Day Govt Factor [percent]|Government percentage factor applied to meals allowance for return before time 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R1|en|Y|Return Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for return between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R1_company|en|Y|Return Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for return between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R2|en|Y|Return Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for return after time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R2_company|en|Y|Return Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for return after time 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_R_company|en|Y|Return Day Company Factor [percent]|Company percentage factor applied to meals allowance for return before time 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S|en|Y|Single Day Govt Factor [percent]|Government percentage factor applied to meals allowance for single day.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S1|en|Y|Single Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for single day 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S1_company|en|Y|Single Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for single day 1.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S2|en|Y|Single Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for single day 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S2_company|en|Y|Single Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for single day 2.||2012-02-10 14:33:00
GENERIC-TOD2|meals_allowance_factor_S_company|en|Y|Single Day Company Factor [percent]|Company percentage factor applied to meals allowance for single day.||2012-02-10 14:33:00
GENERIC-TOD2|partial_day_time_1|en|Y|Partial Day Time 1 [hhmm]|Earlier time of departure/arrival for partial day calculations.||2012-02-10 14:33:00
GENERIC-TOD2|partial_day_time_2|en|Y|Partial Day Time 2 [hhmm]|Later time of departure/arrival for partial day calculations.||2012-02-10 14:33:00
GENERIC-TOD2|pay_single_day_trip_allowance|en|Y|Pay Single Day Trip Allowance [Y/N]|Pay the authorized single day trip allowance.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_company_factor_1|en|Y|Extended Trip Comp Factor 1 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_company_factor_2|en|Y|Extended Trip Comp Factor 2 [percent]|Company percentage factor applied to meals allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_company_factor_lodging_1|en|Y|Extended Trip Lodging Comp Factor 1 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_company_factor_lodging_2|en|Y|Extended Trip Lodging Comp Factor 2 [percent]|Company percentage factor applied to lodging allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_count_reset_on_loc_change|en|Y|Extended trip day count reset on location change (Y/N)|Extended trip day count reset on location change||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_days_1|en|Y|Extended Trip Days 1 [integer]|The number of days over which the extended trip rules 1 apply.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_days_2|en|Y|Extended Trip Days 2 [integer]|The number of days over which the extended trip rules 2 apply.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_govt_factor_1|en|Y|Extended Trip Govt Factor 1 [percent]|Percentage factor applied to meals allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_govt_factor_2|en|Y|Extended Trip Govt Factor 2 [percent]|Percentage factor applied to meals allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_govt_factor_lodging_1|en|Y|Extended Trip Lodging Govt Factor 1 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 1.||2012-02-10 14:33:00
GENERIC-TOD3|extended_trip_govt_factor_lodging_2|en|Y|Extended Trip Lodging Govt Factor 2 [percent]|Percentage factor applied to lodging allowance for days in an extended trip 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D|en|Y|Departure Day Govt Factor [percent]|Government percentage factor applied to meals allowance for departure before time 1.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D1|en|Y|Departure Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for departure between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D1_company|en|Y|Departure Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for departure between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D2|en|Y|Departure Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for departure after time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D2_company|en|Y|Departure Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for departure after time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_D_company|en|Y|Departure Day Company Factor [percent]|Company percentage factor applied to meals allowance for departure before time 1.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_R|en|Y|Return Day Govt Factor [percent]|Government percentage factor applied to meals allowance for return before time 1.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_R1|en|Y|Return Day Govt Factor 1 [percent]|Government percentage factor applied to meals allowance for return between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_R1_company|en|Y|Return Day Company Factor 1 [percent]|Company percentage factor applied to meals allowance for return between time 1 and time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_R2|en|Y|Return Day Govt Factor 2 [percent]|Government percentage factor applied to meals allowance for return after time 2.||2012-02-10 14:33:00
GENERIC-TOD3|meals_allowance_factor_R2_company|en|Y|Return Day Company Factor 2 [percent]|Company percentage factor applied to meals allowance for return after time 2.||2012-02-10 14:33:00
